feature_id,explanation
890,"The token ""door"" when referring to the act of opening or interacting with it."
891,"The token ""top"" describing the highest point or position of something."
892,"The word ""far"" in expressions indicating physical or emotional distance."
894,"The token ""know"" within phrases expressing uncertainty or lack of understanding."
895,"The word ""fun"" in contexts describing enjoyable group activities or playful experiences."
897,"The adjective ""little"" describing children, animals, or objects in a narrative context."
899,"The preposition ""in"" indicating the location of discovered objects."
901,"Tokens related to playful activities or personal pronouns in cheerful, park-related contexts."
902,"The word ""other"" referring to entities in a group distinct from the primary subject."
904,Period after a verb phrase expressing desire or intention followed by the start of a new clause.
906,"Action or state words describing assistance, protection, or sensory experiences."
907,"The word ""to"" following verbs of asking or inviting someone to perform an action."
909,Tokens marking the start of a story summary or end of a narrative.
910,"Forms of the verb ""to be"" indicating state or condition."
913,"The hyphen in ""three-year-old"" describing a child."
914,"The token ""happened"" following ""something unexpected"" in narrative contexts."
915,"The conjunction ""but"" introducing a contrast or resolution following a negative emotional state."
918,"The word ""tree"" when preceded by adjectives describing size or height."
920,"The word ""new"" introducing a noun, often describing an object, person, or concept recently discovered or acquired."
921,"Pronouns ""he"" or ""she"" in narrative text describing possession or actions."
922,"Temporal adverbs indicating progression or culmination, especially ""eventually"" and ""soon""."
924,"The verb ""eat"" in contexts describing enjoyable consumption of food."
925,"Period at the end of descriptive sentences often involving size, objects, or emotional context."
927,"The token ""car"" when associated with toys or specific descriptions like color or usage."
928,"Pronouns following ""when"" in narrative contexts."
929,"The token ""One"" introducing a story or narrative setup."
930,"The conjunction ""and"" linking ""mom"" and ""dad"" in familial contexts."
931,Adjectives describing emotional or physical qualities in informal or narrative contexts.
934,"The pronoun ""she"" in dialogue contexts involving speech or questions."
937,"The word ""discovers"" in narrative contexts involving characters finding something unexpected or intriguing."
938,"The preposition ""in"" followed by a description of a physical location or possession."
940,"Tokens in dialogue or narration related to emotional twists, friendships, or dramatic resolutions in stories."
942,"Past tense of ""break"" describing damage to toys or objects."
944,"Coordination conjunctions ""and"" and punctuation marks in dialogue expressing refusal or disagreement."
945,"Words related to resting, specifically ""nap"" and ""sleep"" in contexts of tiredness or dreaming."
946,"Periods ending simple, descriptive sentences often involving actions or observations."
948,"The word ""night"" in contexts describing specific events or occurrences."
950,"The comma following ""One day"" in narrative storytelling."
951,"The token ""again"" signaling repetition or return to a previous activity or state."
954,"The word ""twins"" describing paired individuals in a familial or relational context."
955,"Verbs indicating possession or capture, specifically ""taken"" or ""caught""."
957,"Causal linking words like ""leading"" or ""causing"" that indicate consequences or results."
958,"Nouns related to physical objects or spaces, often conveying sensory or spatial imagery."
960,"The word ""there"" introducing the existence of a subject in storytelling contexts."
961,"The token ""over"" in contexts of movement or overcoming challenges."
963,"The token ""happy"" describing a positive emotional state in narrative contexts."
964,"The token ""which"" introducing a clause that elaborates or explains a preceding noun or action."
968,"The word ""pet"" in contexts involving ownership or companionship with an animal or object."
969,"Nouns representing natural outdoor locations, specifically ""field"" and ""pond""."
976,"The verb ""saw"" describing an observation of an object or scene."
981,"The word ""everyone"" in contexts of widespread admiration, joy, or collective sentiment."
982,Animal names in contexts involving size or threat.
983,"The interjection ""Oh"" in expressions of surprise or distress, often followed by ""no""."
985,"Verbs ""bring"" or ""get"" indicating actions of obtaining or transporting something."
986,Verbs describing magical transformations or effects triggered by an object or entity.
989,Tokens denoting collaboration or resolution within a conflicting or challenging scenario.
991,Adjectives conveying qualities in narratives involving a surprising or unexpected twist.
993,"The word ""called"" introducing a named character, typically in the context of a story or description."
997,The period ending a sentence in narrative or descriptive contexts.
998,"The conjunction ""and"" connecting two names or entities in storytelling contexts."
999,Names or verbs in direct speech or narrative contexts involving interpersonal interactions.
1001,Comma immediately following a verb in dialogue.
1002,"The token ""off"" in phrases indicating physical departure or movement away."
1003,Physical locations or actions involving movement or exploration.
1004,"The pronoun ""him"" when referring to a male subject receiving actions or items from others."
1005,"Verbs indicating movement through air or water, often in contexts of animals or characters enjoying the action."
1009,"The token ""named"" introducing the name of a character in a narrative."
1010,"The verb ""grow"" describing physical enlargement or transformation."
1011,"The word ""day"" in the phrase ""Every day"" describing habitual actions."
1015,"The word ""to"" in contexts describing movement or transitions to a specific location or activity."
1016,"The phrase ""of"" in contexts explaining moral or behavioral lessons learned."
1018,"Pronouns following ""help"" or ""helps,"" indicating assistance being given to a specific person."
1019,"Positive contexts involving anticipation, happiness, or readiness for adventures or future activities."
1020,"The verbs ""gets"" or ""got"" in narratives about characters experiencing events or emotions."
1024,Tokens in narrative summaries or contextual transitions within storytelling.
1026,"The auxiliary verbs ""can"" and ""I'll"" in first-person statements, often expressing ability or intention."
1028,Adjectives describing positive traits in a narrative introducing a named character.
1030,"The word ""day"" in the phrase ""One day"" at the start of a narrative."
1031,"The word ""like"" in the context of shared enjoyment or activity among friends."
1032,Prepositions or linking words in positive contexts involving food or enjoyment.
1033,"The article ""the"" before a location or destination."
1034,Tokens in uplifting narrative contexts with positive or whimsical sentiment.
1037,"The preposition ""to"" indicating direction or intention toward a recipient or target."
1038,"The possessive ""'s"" following a person or familial relation, often linked to visiting their house."
1039,"Tokens introducing summaries or transitions in narrative text, especially the word ""Summary""."
1046,"Proper names, mainly ""John"" and occasionally others in narrative contexts."
1047,Pronouns indicating possession or reference to birds and their actions or belongings.
1048,"The verb ""was"" describing the state or condition of the sky or sun in narrative settings."
1049,"The verb ""go"" when paired with ""to"" in expressions of intention or desire."
1051,"The infinitive marker ""to"" when describing an action or purpose related to visiting the park."
1053,"The noun ""cat"" in contexts describing its traits, often paired with adjectives."
1056,"The token ""down"" describing movement toward a lower physical position or direction."
1060,"The tokens ""No"" and ""Look"" within direct dialogue or quoted speech."
1061,"The word ""lived"" describing the residence of a named character or creature."
1062,"The pronoun ""It"" referring to a sound or voice previously mentioned in the context."
1064,"Periods preceding ""One day"" in storytelling contexts."
1065,"The verb ""fight"" in narratives involving disputes over objects or possessions."
1068,"Pronouns ""she"" or ""he"" in sudden or unexpected narrative events."
1069,"The word ""DEPLOYMENT"" split into segments with vertical bars."
1072,"The token ""park"" in sentences describing someone going to a specific location."
1073,Physical objects or parts of objects that can be interacted with or manipulated by hand.
1074,"The indefinite article ""a"" preceding a duration or activity."
1080,"The adjective ""shiny"" describing objects that are visually attractive or notable."
1081,Tokens initiating direct speech in lighthearted or playful dialogue contexts.
1082,"The token ""march"" in diverse contexts typically paired with descriptive or emotive adjectives."
1083,"Tokens indicating possession, especially ""his"" and ""'s"", in contexts describing relationships or ownership."
1085,"Verb ""fall"" in past or present tense describing physical movement or accidents."
1086,"The token ""turns"" or ""turned"" when describing revelations or changes in narrative context."
1088,Gendered possessive pronouns referring to parental figures in personal or familial contexts.
1089,"The past-tense verb ""had"" describing possession, experience, or an action taken by a subject."
1092,"The token ""garden"" in contexts describing children playing or engaging with toys outdoors."
1093,"The token ""around"" in contexts describing movement or exploration."
1094,Singular nouns representing tangible objects or foods listed in sequences.
1095,Words related to playful activities or objects used in play scenarios.
1096,Commas linking contrasting clauses or ideas in narrative text.
1097,Positive or moral resolutions in dialogue or narrative contexts.
1098,"Movement-related adverbs ""over"" or ""closer"" indicating approaching or nearing a target."
1101,"Common conjunctions, punctuation, and proper nouns in narrative contexts."
1102,"The article ""a"" before the word ""game"" in sentences describing playful activities."
1104,"The token ""End"" in contexts describing a narrative's conclusion, often negative or dramatic."
1105,"The verb ""hide"" in the phrase ""hide and seek""."
1107,"The token ""wait"" or ""waited"" in contexts involving patience or anticipation."
1109,"The preposition ""from"" indicating origin or source in a spatial or abstract context."
1110,"Adjectives conveying grandeur, beauty, or uniqueness."
1112,"Articles ""the"" and pronouns ""his"" or ""her"" in contexts of learning or receiving something."
1113,"The verb ""sing"" when describing someone enjoying or engaging in singing."
1115,Tokens preceding or following a comma in contexts with contrasting or descriptive adjectives.
1116,"The token ""saw"" in contexts involving noticing objects or individuals followed by dialogue or reaction."
1121,"The comma following ""Then"" in narrative transitions."
1123,"Tokens about seeking or providing help, often in moral or cooperative contexts."
1126,"The token ""Molly"" used in playful or cheerful narrative contexts."
1128,"The verb ""smiled"" in sentences describing positive or affectionate actions."
1131,Tokens describing emotions or qualities in foreshadowing contexts.
1133,Tokens representing a period at the end of sentences describing animals or objects.
1134,Substrings within words or phrases that suggest embedded semantic units or playful word formations.
1135,Comma separating a name and a description or list.
1138,"The token ""who"" introducing clauses describing the traits or actions of a named character or animal."
1139,"The verb ""stopped"" indicating a pause in movement or action."
1142,Proper names of friends introduced in social contexts.
1145,"The verb ""opened"" describing the action of revealing or accessing an object or space."
1146,"The token ""catch"" in contexts involving attempts to capture or retrieve something actively."
1148,"Pronouns in subject position following ""As"" at the beginning of descriptive clauses."
1152,"The word ""Can"" at the beginning of polite or inquisitive questions."
1153,Adjectives describing physical or emotional recovery or fatigue.
1154,"The token ""dry"" in contexts describing physical dryness or dry objects."
1160,"The infinitive marker ""to"" preceding a verb expressing emotions or cognitive states."
1161,"Tokens indicating utility or purpose, often following verbs or objects in instructional or procedural contexts."
1162,"The token ""big"" describing a notable or prominent object in a narrative context."
1164,"The verb ""watch"" or its variations in contexts involving observation or admiration of actions or events."
1165,The period following introductions of children with names.
1167,"The word ""name"" introducing a character's name in narrative contexts."
1168,"The token ""friends"" in contexts of playful or social activities."
1169,"Words connecting actions related to resting or sleeping, especially ""and"" and ""to""."
1172,"Verbs describing creative or intellectual activities like writing, reading, drawing, or cooking."
1174,"The token ""there"" in the opening of fairy tale narratives."
1175,"The token ""one"" in expressions denoting sequential or temporal context, often followed by ""day"" or similar phrases."
1176,"The token ""Once"" in the opening phrase of a traditional storytelling format."
1177,"The definite article ""The"" at the beginning of a noun phrase describing an entity or subject."
1178,Proper nouns within narrative or summary contexts.
1179,"The phrase ""put on"" indicating the act of wearing clothing or accessories."
1181,"Conjunction ""and"" linking clauses describing fear or frightful reactions."
1182,"The token ""wanted"" in contexts expressing desire or intent to perform an action."
1183,"Prepositions ""to"" and ""with"" following expressions of happiness or satisfaction."
1184,"The adjective ""lonely"" in contexts describing emotional or solitary states."
1186,"The token ""Random"" within fragmented or unclear contexts often unrelated to cohesive narrative or meaningful connections."
1187,"The period after ""Lily"" in sentences describing a little girl named Lily."
1191,"The word ""careful"" in contexts emphasizing caution or safety."
1192,Coordinating conjunctions in fixed phrases describing games or activities.
1193,"The token ""Summary"" introducing concise story recaps in dialogue-related contexts."
1195,"Descriptions of unexpected or special objects following ""a""."
1196,"The verb ""started"" followed by an infinitive describing an action or change in emotional or physical state."
1197,"The token ""Once"" introducing a narrative or story setup."
1199,"Adjectives describing physical attributes like ""long"" or ""shiny"" with emphasis on appearance or texture."
1200,"The verb ""find"" in negative contexts, often following ""couldn't"" or ""could not."""
1201,"The word ""time"" in the phrase ""Once upon a time"" within storytelling contexts."
1205,"The token ""my"" following the word ""mom"" in possessive familial contexts."
1206,"Verbs following ""wanted to"" indicating desire or intent."
1208,"The colon following ""Story"" at the start of narrative text."
1209,"Adjectives following ""so"" that emphasize size or emotional intensity."
1212,"Verbs indicating interactive or recreational actions, often involving cooperation or engagement."
1213,"Objects found ""on the ground"" in descriptive narrative contexts."
1215,Verbs indicating failure or inability of action.
1218,Names of characters in narrative contexts.
1220,"The verb ""met"" used in contexts of introductions or encounters."
1222,"The preposition ""into"" describing motion or transformation."
1223,"The comma after ""big"" in descriptions of objects or entities with an adjective."
1225,"The adjective ""kind"" describing a person or animal in positive narrative contexts."
1227,"The word ""that"" introducing a clause explaining or clarifying a realization or understanding."
1229,"The token ""Tim"" when used as a proper noun in possessive contexts."
1230,"Words for small, shiny objects like ""rock"" or ""stone"" often in imaginative or sentimental contexts."
1231,"The token ""ummy"" in the word ""yummy,"" describing appealing food or treats."
1232,"Tokens indicating causality, preferences, or conclusions in narrative contexts."
1233,"The token ""family"" in narrative contexts, often introducing or describing a family in positive or neutral scenarios."
1234,"The preposition ""about"" introducing explanations, descriptions, or discussions."
1235,"Adjectives describing alternative or novel qualities following ""something""."
1237,"Prepositions ""of"" or ""at"" indicating spatial or relational context."
1246,"The preposition ""in"" describing a location where someone or something lives."
1247,"The definite article ""the"" preceding locations, objects, or directions in descriptive or narrative contexts."
1248,"Words suggesting foreshadowing, twists, or mysterious outcomes often in dialogue or narrative summaries."
1250,"The word ""Hello"" in direct speech at the start of a greeting."
1251,"The verb ""pretend"" used in imaginative or playful contexts."
1252,Sentences conveying positive resolutions or moral lessons in story-like dialogue.
1254,Adjectives conveying positive sentiment within contexts emphasizing moral lessons in dialogue narratives.
1257,"The token ""be"" in phrases expressing personal growth or virtues like kindness, bravery, patience, or carefulness."
1260,"The token ""lost"" referring to the loss of personal possessions or cherished items."
1262,"The verb ""wanted"" expressing a desire or intention."
1264,"The verb ""have"" in contexts involving enjoyment, fun, or shared activities."
1266,"The token ""did"" in negative statements conveying lack of knowledge, desire, or action."
1267,Simple narrative sentences involving actions or descriptions of characters or objects.
1270,"The conjunction ""because"" introducing a clause that explains a reason or cause."
1271,"The noun ""things"" in contexts describing activities, imagination, or diverse categories."
1272,Proper names of characters introduced in narrative contexts.
1274,"The conjunction ""and"" connecting two named characters in narrative text."
1282,Pronouns referring to individuals or groups in possessive or descriptive contexts.
1283,"Verbs indicating cleaning or organizing actions, often following parental directives."
1284,"The pronoun ""he"" in direct speech or narrative descriptions of male actions or dialogue."
1288,"Common opening phrases of traditional storytelling, particularly ""Once upon a time""."
1289,"The token ""what"" in contexts expressing uncertainty or lack of knowledge."
1291,"Verbs indicating permission, projection, or estimation in neutral or positive contexts."
1295,"The verb ""gave"" in contexts of gifting, sharing, or transferring something."
1296,"Adjectives describing small, diverse, or appealing qualities."
1298,"The verb ""doing"" in direct questions asking someone's actions."
1299,"The token ""DE PL OY"" in isolated or contextually emphasized text."
1301,"The word ""surprise"" when used as a noun indicating an unexpected event or reaction."
1302,"The token ""friends"" in contexts describing characters forming a bond or relationship."
1304,"The word ""good"" describing friendships or skills in positive contexts."
1305,"The word ""special"" describing unique or meaningful items, gifts, or roles."
1306,"The token ""set"" in expressions related to initiating actions, journeys, or activities."
1307,"The token ""When"" introducing a clause describing the timing of an event or action."
1309,"The word ""time"" in the phrase ""Once upon a time"" in storytelling contexts."
1310,"The word ""you"" in direct address or dialogue contexts."
1312,"Tokens related to ""Dialogue"" often paired with foreshadowing or narrative tension."
1313,"The token ""and"" connecting two descriptive adjectives, often with a focus on appearance or physical properties."
1315,"The token ""white"" describing objects or features related to color, often in visual or descriptive contexts."
1318,"The token ""room"" referring to a personal or shared space in a domestic setting."
1321,"Tokens in calm, descriptive contexts often involving emotions or everyday activities."
1327,"Small wild animals like rabbits, squirrels, or bunnies in narrative contexts."
1328,"The word ""So"" at the beginning of a sentence signaling a causal or explanatory connection."
1330,"Family-related nouns like parents, mom, dad, farmer, or man in narrative contexts."
1336,"Verbs ""run"" or ""ran"" describing physical activity or movement often paired with enjoyment or play."
1339,"The token ""wave"" or its variants in contexts describing gestures of greeting or farewell."
1341,Comma punctuation separating semantically unrelated words.
1343,"The token ""dog"" referring to a named or described dog in a narrative context."
1344,"Articles and prepositions in descriptions of objects with colors, shapes, or patterns."
1350,"The verb ""work"" in contexts of collaboration or effort."
1351,Neutral words in dialogue sentences involving everyday actions or statements.
1357,"The word ""farm"" describing a location often involving animals or rural scenery."
1358,Names of paired characters in a narrative.
1359,"The token ""to"" following ""started"" and preceding an action or verb."
1360,"The pronoun ""She"" referring to a girl named Lily."
1361,"The indefinite article ""a"" preceding a descriptive noun or adjective about a person or object."
1362,"The verb ""liked"" following a proper noun or pronoun describing personal preferences or activities."
1364,Tokens describing objects or concepts with an unusual or whimsical quality in storytelling contexts.
1365,"The token ""clean"" in contexts of tidying or organizing, often involving a mother or toys."
1372,"The token ""world"" in contexts describing exploration or curiosity."
1376,"Animal names preceded by ""the"" in narrative summaries."
1379,A comma following a quotation mark in dialogue addressing a named person.
1386,"Pronouns ""she"" or ""he"" in direct speech or questions about actions or intentions."
1390,"Coordinating conjunctions ""and"" or ""so"" linking actions or events in narrative sequences."
1391,"The contraction ""didn't"" expressing negation in a narrative or emotional context."
1392,"The token ""while"" in contexts describing simultaneous actions or events, often involving play or interaction."
1394,Nouns representing physical objects or entities involved in a narrative or action.
1395,"The token ""SP"" in a context emphasizing the spiciness of something."
1398,Pronouns or demonstratives referencing specific objects or actions in narrative contexts.
1401,"The comma following ""One day"" in narrative openings."
1403,"The token ""noise"" following the phrase ""heard a loud."""
1407,Adjectives describing abstract qualities or states of being in contexts suggesting importance or evaluation.
1409,"Negation words like ""not"" and ""n't"" expressing negative sentiment or contrast."
1410,"The verb ""do"" in contexts involving effort, action, or achieving something special."
1412,"The adjective ""pretty"" describing visually appealing objects or features."
1413,"Pronouns ""he"" or ""she"" at the start of an action or observation in narrative contexts."
1417,"The token ""it"" or ""was"" following ""so [adjective] that"" constructions."
1418,"The token ""could"" used to express ability, perception, or possibility in narrative contexts."
1421,"The token ""One"" at the beginning of a narrative phrase introducing a significant event or moment."
1422,"Tokens ""needed"" or ""need"" expressing necessity or urgency in a context of help or action."
1423,"The definite article ""the"" following ""on"" and preceding a noun in spatial contexts."
1424,"The preposition ""In"" introducing a location or context followed by a descriptive clause."
1425,"The adjective ""sad"" describing an emotional state."
1431,"Pronouns or nouns referring to animals or creatures, emphasizing possession or identity."
1432,"The token ""at"" following the verb ""looked"" in a sentence."
1434,"The word ""before"" preceding an action or event in narrative contexts."
1438,"The word ""there"" in a storytelling context introducing a character or subject."
1439,"The token ""book"" when preceded by ""a"" in contexts of reading or storytelling."
1440,"Modal verbs ""will"" and ""you"" in predictive or emotional contexts."
1441,"Names or pronouns immediately following the verb ""asked"" in direct or reported speech."
1442,"The adjective ""old"" describing a person, object, or entity in a narrative context."
1443,"Comma following ""Once upon a time"" in storytelling contexts."
1445,"The word ""why"" in interrogative sentences expressing curiosity or seeking an explanation."
1446,"The verb ""do"" at the start of a question inviting action or interaction."
1452,Adjectives describing notable qualities or characteristics of objects or entities.
1455,"The token ""y"" in ""yummy"" describing delicious food or treats."
1457,"Positive, whimsical phrases in storytelling contexts, often involving friendship or enjoyable experiences."
1458,"The token ""What"" in direct speech, often introducing a question or expressing curiosity."
1460,"First names ""Tim"" and ""Max"" in narrative contexts."
1462,"The pronouns ""she"" or ""he"" following the conjunction ""but""."
1463,"The token ""look"" in direct speech, often preceding an exclamation or calling attention to something."
1465,"The token ""favorite"" when describing a personal possession or object of sentimental value."
1466,"The word ""so"" indicating a logical consequence or action following a prior desire or intention."
1467,"Nouns representing animals, objects, or nature in a list format."
1469,"The adjective ""high"" describing elevation or altitude."
1470,"The token ""importance"" in contexts emphasizing moral or behavioral lessons."
1473,"The intensifier ""very"" preceding adjectives describing emotions or physical attributes."
1476,"Proper nouns and pronouns in storytelling contexts, often marking characters or possessive relationships."
1478,"The token ""then"" following ""But"" in narrative contexts indicating a shift or development in the story."
1480,"Pronouns ""He"" or ""She"" starting a sentence describing actions, feelings, or interactions."
1484,"The conjunction ""and"" linking a person approaching another with subsequent dialogue or action."
1486,Verbs or nouns related to digging or excavation in outdoor or soil-related contexts.
1488,"The verb ""jumped"" when describing lively, joyful, or energetic actions."
1489,"The token ""instead"" indicating a substitution or alternative choice."
1490,"The token ""with"" in contexts describing someone accompanying another person to a location or activity."
1493,"The token ""named"" introducing a character's name in a narrative context."
1495,"Words describing small or rural living spaces like ""small house,"" ""small town,"" or ""village."""
1496,"The indefinite article ""an"" before a noun starting with a vowel sound."
1498,"The token ""near"" describing proximity to physical locations or objects."
1502,Tokens related to imaginative actions or objects in playful or creative contexts.
1503,Pronouns in narrative contexts describing actions or observations.
1504,Verbs expressing action or movement in narrative contexts.
1506,"Third-person singular pronouns ""He"" or ""She"" at the start of a sentence."
1508,"The word ""there"" within the opening of a fairy tale narrative."
1510,"The token ""upon"" in the phrase ""Once upon a time,"" often introducing a traditional story."
1511,"The indefinite article ""a"" preceding nouns in descriptions that downplay or redefine objects or situations."
1514,"The token ""three"" describing the age of a person in a narrative context."
1520,"The word ""just"" emphasizing immediacy or simplicity in casual or narrative contexts."
1521,"Tokens in dialogue conveying emotion, action, or setting transitions."
1522,"The verb ""hurt"" in contexts describing physical injury or pain."
1524,"Tokens in structured contexts like ""DE PLOY"" or dialogue summaries with character names."
1527,"The word ""left"" indicating departure or abandonment in various contexts."
1529,"Tokens in introductory phrases of stories like ""Once upon"" or ""One day""."
1530,"Pronouns ""it"" or ""them"" following ""put"" in contexts of placement or containment."
1531,"The word ""blue"" describing objects, animals, or features in a narrative context."
