feature_id,explanation
449,"The word ""curious"" describing a character's inquisitive behavior or interest in exploring or questioning."
450,"The token ""nest"" in sentences about birds and trees."
451,"The demonstrative pronoun ""this"" emphasizing specific objects, events, or moments in narrative contexts."
452,Names of animal characters or anthropomorphic entities introduced as friends in narrative contexts.
453,"The token ""asked"" following a question in dialogue."
454,Common initial words in sentences with a narrative or descriptive tone.
455,"Words implying connection or interaction between subjects, often in narrative or conversational contexts."
456,"The verb ""pointed"" used in the context of indicating or directing attention to something specific."
457,"The verb ""win"" in contexts related to competition or determination."
458,"The token ""spend"" in contexts involving leisure time or activities."
459,"The indefinite article ""a"" preceding an object being gifted or given in familial contexts."
460,"The adjective ""shiny"" describing an object."
461,"The verb ""laughed"" or ""laugh"" in the context of characters expressing amusement or joy."
462,"The indefinite article ""an"" before a noun or adjective describing a singular entity or quality."
463,"Pronouns referring to individuals being instructed or addressed, typically by a parent or caregiver."
464,"The word ""stuck"" describing objects or animals trapped in a tree or mud."
465,"The token ""amazing"" used in standalone or emphasized contexts."
466,"The word ""that"" following verbs indicating realization, learning, or proving something."
467,"Tokens ""restore"" and ""rescue"" followed by a comma."
468,"The preposition ""in"" followed by a definite article and a specific location or setting."
469,"Tokens describing groups or categories preceded by ""all the other""."
470,"The verb ""wear"" or ""wore"" in contexts involving clothing or accessories."
471,"Adjective ""red"" following ""big,"" describing objects in narrative contexts."
472,"The token ""always"" emphasizing habitual or consistent actions or behaviors in sentences."
473,"The phrase ""goes on"" in contexts describing trips or adventures."
474,"The token ""down"" describing movement along a path, often in the context of walking down a street."
475,"Tokens ""named"" and ""little"" introducing proper nouns in narrative contexts."
476,"Prepositions in action-oriented contexts, especially ""with"" in collaborative or interactional scenarios."
477,"The word ""filled"" describing an object or space containing various items."
478,"The word ""never"" in contexts describing an experience or observation that has not occurred before."
479,"The token ""yes"" when affirming agreement in direct speech."
480,"The token ""years"" following a specific age in a sentence about a person's age and activities."
481,"The token ""owner"" in contexts describing a pet's relationship or interaction with their caretaker."
482,"The token ""at"" following the verb ""looked"" in sentences describing observation or attention."
483,"The adjective ""happy"" describing a positive emotional state."
484,"The token ""accidentally"" in contexts describing unintentional actions or mishaps."
485,"The period after ""a little girl named Lily"" introducing sentences about her actions or attributes."
486,"The token ""Mom"" when used as a direct reference to a character in a narrative or dialogue."
487,Articles and prepositions in poetic or descriptive contexts.
488,"The token ""little"" describing a child in a narrative context."
489,Positive adjectives describing attributes of animals or natural elements in narrative contexts.
490,Tokens related to contractions using the apostrophe symbol (‘).
491,"Preposition ""in"" describing a bird's location high in the sky."
492,"The phrase ""one day"" in storytelling, often marking a pivotal or transformative moment."
493,"Coordinating conjunction ""and"" in sequences describing actions or events."
494,Commonly used conjunctions and polite expressions in conversational or descriptive contexts.
495,"The token ""old"" describing the age of a child in narrative contexts."
496,"Animal-related nouns, specifically ""bunny,"" ""rabbit,"" or similar in narrative contexts."
497,"The token ""End"" in contexts describing narrative features, especially bad or unsatisfactory story conclusions."
498,"The token ""end"" marking a conclusion or resolution in narrative or dialogue contexts."
499,Partial tokens related to food items or minerals.
500,"The indefinite article ""a"" preceding adjectives that describe a character's traits."
501,"Words related to playground equipment, specifically ""swing"" and ""swings."""
502,"The comma following ""One day"" in narrative contexts."
503,The period following descriptions of large objects or items in narrative contexts.
504,"Words indicating upward motion or perspective, often ""up"" or punctuation ending a sentence like a period."
505,"The intensifier ""so"" preceding adjectives or adverbs, often expressing strong positive emotions."
506,Articles and adverbs in simple narrative contexts.
507,"The token ""Mom"" in dialogue, often addressing or questioning her."
508,"The possessive pronoun ""his"" referring to a male subject in a narrative context."
509,Tokens linking events or objects in a narrative with conjunctions or possessive pronouns.
510,"The preposition ""to"" indicating movement or direction towards a destination."
511,"The word ""Why"" in direct speech within a question."
512,"The word ""eyes"" in contexts describing emotional states or physical actions involving the eyes."
513,"The colon following the word ""Story"" in storytelling or narrative contexts."
514,"The word ""huge"" used to describe the size or scale of objects or concepts."
515,"The verb ""touch"" in contexts of wanting or trying to interact with objects or creatures."
516,"The token ""Conflict"" in text discussing narrative features or storytelling elements."
517,"The verb ""is"" in declarative sentences describing a state or condition."
518,"Greeting words like ""Hi"" or ""Hello"" within direct speech or dialogue."
519,"The word ""friends"" in contexts of forming relationships or mutual companionship."
520,"Tokens indicating the color ""green"" or part of the phrase ""an/a"" in specific contexts."
521,"The indefinite article ""A"" at the beginning of a sentence summarizing a subject or event."
522,"The phrase ""right away"" conveying immediacy or urgency."
523,"The token ""man"" in narrative contexts describing actions or events involving a male character."
524,Tokens describing key elements or features in narratives or storytelling contexts.
525,"The token ""especially"" introducing a specific example or preference."
526,"Tokens ""lesson,"" ""disobeys,"" or ""ignores"" in contexts of learning or moral consequences."
527,"The word ""shadow"" in contexts suggesting foreshadowing or literary analysis."
528,"The verb ""having"" in contexts describing enjoyable activities or experiences."
529,"The definite article ""the"" before outdoor or nature-related nouns."
530,"Common function words in simple narrative contexts, often introducing characters or connecting clauses."
531,"Positive sentiment words expressing beauty, love, or admiration."
532,"The token ""upon"" in the phrase ""Once upon a time"" at the beginning of a story."
533,"The infinitive marker ""to"" following verbs indicating initiation or beginning of an action."
534,"The word ""thought"" used to indicate internal reflection or consideration by a character."
535,"The word ""sorry"" in contexts of expressing regret or apology."
536,"The preposition ""into"" indicating movement or transformation into a space or state."
537,"The name ""Lily"" in stories involving social interactions or activities with others."
538,"The word ""if"" following verbs related to asking questions or seeking permission."
539,"The word ""dragon"" in contexts describing or referencing a specific dragon character or entity."
540,"The verb ""explore"" used to describe a character's curiosity or adventurous behavior."
541,"Naming or introducing characters with ""called,"" ""named,"" ""and,"" ""was,"" or a period after the name."
542,"The token ""Later"" at the start of a new sentence or clause indicating subsequent events or actions."
543,Adjectives describing mood or qualities paired with nouns in narrative or dialogue contexts.
544,"The token ""grateful"" expressing appreciation or relief in positive narrative contexts."
545,Verbs indicating actions or intentions in a playful or social context.
546,"Repeated verbs in a coordinated ""and [verb]"" structure, often expressing persistent or repetitive actions."
547,"The phrase ""had to"" or ""has to"" indicating obligation or necessity."
548,"Repetition of comparative adjectives ""bigger"" or ""faster"" emphasizing increasing intensity or size."
549,"Tokens ""pond"" and ""river"" referring to natural water bodies in narrative contexts."
550,"Variations of the verb ""wait"" describing the act of anticipating or pausing for something."
551,"The phrase ""importance of"" introducing moral lessons or values in storytelling contexts."
552,"The word ""to"" in direct questions inviting action or interaction."
553,"Words following ""try"" or ""tried"" indicating an action or effort, often referring to specific challenges or objects."
554,"Adjectives describing small, young, or positive qualities often in storytelling contexts."
555,Verbs expressing desire or action involving possession or interaction with an object.
556,"The word ""still"" used to indicate persistence or continuation despite obstacles or changes."
557,"Words related to accidents or injuries, particularly involving legs or slipping."
558,"The word ""as"" in similes or comparisons."
559,"The verb ""leave"" in contexts describing departure or separation."
560,"The token ""taken"" describing the removal or loss of an object or person."
561,"The token ""to"" following verbs related to listening or paying attention."
562,"The verb ""loves"" in positive, personal contexts describing Lily's preferences or activities."
563,"The word ""important"" emphasizing significance or value in lessons or explanations."
564,Verbs related to tasks or activities involving creation or delivery.
565,"The token ""the"" in the phrase ""with the help of"" preceding a person or entity providing assistance."
566,"Adjectives expressing positive qualities or states, often preceding ""day,"" ""life,"" or ""friend."""
567,Adjectives describing unusual or evocative qualities paired with nouns in imaginative narrative contexts.
568,"The comma preceding ""and"" in lists of similar or related items."
569,"The period after ""who loved"" clauses introducing a character's hobbies or interests."
570,"Verbs related to binding or fastening objects, especially ""tie"" or ""band""."
571,"The token ""playing"" in contexts of recreational or imaginative activities."
572,"Common fairytale phrases, especially ""Once upon a time"" and punctuation ending narrative sentences."
573,"The plural noun ""things"" in contexts of creativity, exploration, or interaction."
574,Exclamation marks followed by nouns exclaimed in dialogue.
575,"Tokens conveying moral lessons, life changes, or enduring consequences in narrative contexts."
576,"Verbs or nouns related to mechanical actions, devices, or sudden changes in state or function."
577,"The word ""Suddenly"" preceding a comma in narrative contexts."
578,"The token ""where"" introducing clauses that specify a location or context of an event."
579,"The token ""PAD"" in sequences with a preceding period ending a sentence."
580,"The indefinite article ""a"" introducing a subject in storytelling contexts."
581,"The preposition ""in"" indicating the location of found objects."
582,"The token ""Look"" in direct speech, often used to draw attention to something."
583,"The word ""to"" preceding verbs in sentences describing activities or preferences."
584,"The word ""ground"" after ""on the"" in descriptions of objects or entities."
585,Proper nouns or abbreviations in whimsical or fictional contexts.
586,"The adjective ""big"" describing size or prominence of an object, animal, or location."
587,"The definite article ""the"" preceding a noun in narrative summaries."
588,Proper nouns and possessives in dialogue or narrative context.
589,"The word ""can"" in contexts expressing ability or inability."
590,"The conjunction ""But"" at the beginning of a sentence or clause."
591,"The word ""then"" in sequential actions or events."
592,"The definite article ""the"" preceding a noun in moral lesson contexts."
593,Periods ending sentences in narrative storytelling contexts.
594,Possessive pronouns or verbs indicating ownership in personal or descriptive contexts.
595,"The token ""love"" expressing affection or enjoyment in playful or friendly contexts."
596,"The pronoun ""her"" when used as the object of ""show"" or ""showed""."
597,Concrete nouns paired with action verbs suggesting dynamic or physical interaction.
598,"The token ""show""/""showed"" when describing an action of presenting something proudly to others."
599,"Words with prefixes suggesting strong emotions or states like ""exc-"", ""reun-"", ""energ-"", or ""unf-""."
600,"Common words in storytelling or dialogue settings, often introducing actions or speech."
601,"The word ""after"" indicating a subsequent action or event in a narrative sequence."
602,"The token ""named"" introducing a specific name, often a girl’s name, in narrative contexts."
603,"The word ""named"" introducing a character, typically an animal, in a narrative context."
604,"Proper names at the start of a sentence, often paired with ""and"" in narrative contexts."
605,"The word ""friends"" in the context of playing or social activities."
606,"The verb ""see"" in contexts expressing curiosity or observation."
607,"Coordinating conjunction ""and"" or pronouns ""he"" and ""she"" in narrative contexts."
608,"The word ""angry"" describing emotional reactions of parents or siblings in family-related contexts."
609,"The token ""sometimes"" in contexts describing occasional actions or feelings."
610,"The verb ""catch"" in contexts involving attempts to capture or retrieve something."
611,First names of boys followed by actions or preferences they love.
612,"The definite article ""the"" preceding a location or object in a prepositional phrase."
613,"The conjunction ""and"" connecting two clauses or actions in narrative context."
614,"The comma following ""Once upon a time"" in the beginning of a narrative sentence."
615,Dialogue expressing actions or intentions involving moral values or interpersonal interactions.
616,"The token ""the"" following verbs of perception like ""saw"" in descriptive or narrative contexts."
617,"Conjunctions or transitions in text describing accidents, injuries, or consequences."
618,"Tokens representing formal or polite actions, events, or communications."
619,Verbs related to observing or viewing something.
620,"Common function words like ""was,"" ""to,"" ""and,"" or ""the"" in explanatory or descriptive contexts."
621,"The word ""rock"" when referring to a physical object in descriptive contexts."
622,"Pronouns ""he,"" ""they,"" and ""was"" in narrative contexts involving curiosity or actions."
623,"The token ""friends"" in sentences describing relationships between named individuals."
624,Specific times of day or days of the week mentioned in a narrative context.
625,"Verbs denoting effort, action, or accomplishment in a narrative context."
626,"The token ""people"" in contexts describing collective human actions or presence."
627,"The token ""One"" at the beginning of a sentence describing a specific day or event."
628,"The token ""Summary"" at the beginning of a concise narrative or description."
629,"The token ""for"" following verbs related to searching or seeking."
630,"The token ""store"" following the phrase ""went to the""."
631,"The token ""-"" in the phrase ""year-old"" describing a child's age."
632,"The token ""to"" following ""used"" or ""uses"" in contexts describing an action or purpose with an object."
633,"The adjective ""round"" describing large spherical objects in various contexts."
634,"Adjectives or descriptive phrases in storytelling, often evoking emotion or character qualities."
635,"Prepositions preceding or related to toys, fun activities, or childlike contexts."
636,"The preposition ""to"" following verbs of offering or inviting."
637,"Infinitive ""to"" linking actions or purposes involving giving or using objects."
638,"The preposition ""near"" indicating proximity to a location or object."
639,"Reflexive pronouns ""himself"" and ""herself"" used to denote self-directed actions or feelings."
640,"The token ""Lily"" in sentences describing actions related to cleaning or helping."
641,"The token ""garden"" in contexts describing activities or interactions within a specific outdoor space."
642,"Tokens ""Dad"" or ""Daddy"" referring to a father figure in a familial context."
643,"The word ""shut,"" often in contexts of closing doors, eyes, or containers."
644,"The adjective ""sunny"" describing a pleasant day in a narrative context."
645,"Tokens related to structural labels like ""Dialogue"" or ""Twist"" in story summaries or metadata."
646,"The word ""rescue"" in contexts of someone coming to assist or save another from a challenging situation."
647,Concrete nouns paired with verbs indicating action or transformation.
648,"The indefinite article ""a"" preceding nouns, often in the context of making or creating something new."
649,Prepositions indicating movement or anticipation within descriptive or narrative contexts.
650,"The verb ""wondered"" expressing curiosity about an object or situation."
651,"Coordinating conjunctions ""and"" or ""was"" in descriptive or sequential contexts."
652,Tokens following quotation marks at the beginning of dialogue or speech.
653,"The past-tense verb ""swam"" describing movement in water."
654,"Words related to moral lessons, especially ""helping"" and ""things"" in contexts of cooperation or self-improvement."
655,"Common words in storytelling contexts, especially dialogue or narrative framing elements."
656,"The verb ""read"" in contexts describing book reading or storytelling activities."
657,"Positive or desirable nouns like ""treat"" or ""better"" in contexts suggesting reward or improvement."
658,"The token ""you"" in direct address or dialogue emphasizing the subject's actions or qualities."
659,"The verb ""met"" in narratives describing encounters with named individuals or creatures."
660,"The word ""to"" following verbs related to learning or self-improvement."
661,"Rarely used, contextually diverse verbs and adjectives often with an emotive or descriptive nuance."
662,"Singular or plural form of ""doll"" in child play or possession contexts."
663,"The period following descriptions of visiting places, often with family members."
664,"The token ""surprised"" describing a character's emotional reaction."
665,Verbs indicating action or conflict in narrative contexts.
666,"The adverb ""carefully"" describing deliberate or cautious actions."
667,"Adjectives describing color or nouns like ""one"" and ""man"" following ""little""."
668,"The token ""name"" introducing a character's name in a storytelling context."
669,Pronouns referencing objects involved in negative outcomes or states.
670,"Words indicating physical or conceptual objects, often shiny or distinct."
671,"The token ""boat"" in contexts describing its size, actions, or interactions during a journey or exploration."
672,"The adjective ""little"" describing a small person, animal, or object in narrative contexts."
673,"The word ""little"" describing a child in a narrative context."
674,"The word ""stuck"" when describing an object or animal trapped in a specific location."
675,"The word ""girl"" describing a young female character in narrative summaries."
676,"The article ""a"" preceding phrases describing enjoyable activities or experiences."
677,"The token ""secret"" denoting hidden information or mysteries in narrative contexts."
678,Periods ending sentences with a narrative continuation immediately following.
679,"The verb ""opened"" in contexts of revealing or accessing something."
680,"Names in direct address within quotes following ""Look""."
681,"The token ""paper"" in contexts describing artistic or creative activities."
682,"The verb ""promises"" in contexts of commitments or resolutions."
683,"The token ""helpful"" used to describe people, animals, or actions in positive, supportive contexts."
684,Prepositions or conjunctions connecting ideas in narrative contexts.
685,Past-tense verbs describing actions or events someone has completed.
686,"Adjectives describing physical or abstract qualities, often paired with technical or descriptive nouns."
687,"Tokens related to life lessons, consequences, or significant events often conveying moral or educational themes."
688,"The token ""careful"" when used in cautionary or instructive contexts."
689,"The word ""twins"" describing paired individuals."
690,"The token ""Lily"" in narrative summaries, often as the subject of actions or events."
691,"The token ""under"" describing spatial position or location in relation to another object."
692,"Possessive pronouns ""her"" or ""his"" in sentences involving asking questions or seeking permission."
693,"The verb ""is"" or ""was"" following the pronoun ""it"" in declarative or descriptive sentences."
694,"Verbs expressing desire or aspiration, especially ""be"" and ""play,"" following ""wanted"" or ""wants to."""
695,"The article ""a"" in the context of going for a walk."
696,The period at the end of sentences in cheerful or playful narrative contexts.
697,Tokens indicating narrative beginnings or transitions in storytelling.
698,"Adjectives describing attributes or qualities in narrative contexts, often paired with character-focused summaries."
699,"The indefinite article ""a"" preceding a descriptive or quantifying phrase."
700,"The verb ""walked"" in past tense describing movement or travel by foot."
701,"The word ""magic"" preceding an object or item in fantastical or imaginative narrative contexts."
702,"The token ""food"" in contexts related to obtaining, sharing, or needing sustenance."
703,Prepositions and definite articles in contexts describing spatial relationships or object placement.
704,Tokens immediately following a question mark in dialogue or narrative contexts.
705,"The word ""decided"" when used in the context of making a choice or plan."
706,First-person possessive pronouns or imperative action words in emphatic or declarative contexts.
707,"The token ""bath"" often paired with ""tub"" in contexts involving toys or playful actions."
708,"Proper nouns, often names, in storytelling contexts."
709,"The word ""cold"" describing weather or temperature in gloomy or outdoor contexts."
710,"The adjective ""young"" describing a character in narrative contexts."
711,"Common punctuation marks (e.g., commas, periods) and specific relational nouns like ""man"" or ""mom""."
712,"The token ""also"" in sentences describing additional actions or possessions."
713,"The token ""seek"" in the phrase ""hide and seek."""
714,"The pronoun ""she"" in sentences describing actions or observations made by a female subject."
715,"Exclamation marks in contexts of surprise, excitement, or revelation."
716,"The preposition ""on"" describing location or time in a narrative context."
717,"The preposition ""from"" indicating origin, source, or movement away."
718,"The word ""around"" in the context of looking and observing surroundings."
719,"The token ""hugged"" in contexts involving affection or emotional connection."
720,"Verbs describing actions or states of waiting, looking, or speaking in narrative contexts."
721,"The proper noun ""Lucy"" referring to a character in narrative text."
722,"The word ""sad"" describing an emotional state of a character."
723,"The adjective ""perfect"" describing an ideal quality or suitability."
724,"The word ""pink"" describing an object, especially clothing or accessories."
725,Words describing possession or actions involving a dog named Max.
726,"The word ""girl"" when preceded by ""little"" in a descriptive context."
727,"The word ""like"" in sentences about shared activities involving pairs or groups of people."
728,Concrete or descriptive nouns paired with verbs or adjectives in contextually varied combinations.
729,"The article ""a"" introducing a singular noun in storytelling contexts."
730,"Verbs indicating possession, specifically ""belong"" and ""belonged""."
731,"The definite article ""the"" preceding locations, especially ""park""."
732,"Singular verbs ending in ""s"" following a subject noun or pronoun."
733,"The preposition ""for"" introducing a duration, purpose, or first-time experience."
734,"The word ""hard"" in contexts emphasizing effort, difficulty, or work."
735,"Nouns representing personal or collective possessions, creations, or items of value often with a sense of care or pride."
736,"Tokens following ""Wow"" in exclamatory sentences expressing admiration or surprise."
737,"Words in playful or childlike dialogue, often involving emotional reactions or interactive activities."
738,"The token ""dinner"" when preceded by ""for"" in contexts about eating or being called inside."
739,"Tokens preceding or following auditory perceptions like hearing sounds, noises, or voices."
740,"Variants of the verb ""talk"" describing communication or interaction."
741,"The token ""w"" in words describing a dog's tail movement or food items like waffles."
742,"The token ""sure"" in contexts emphasizing carefulness, thoroughness, or ensuring correctness of an action."
743,"Pronoun ""him"" used as an object in sentences referring to male individuals."
744,"The indefinite article ""a"" in the phrase ""Once upon a time."""
745,"Sentence-ending punctuation or commas in ""Once upon a time"" narrative contexts."
746,"Words denoting counting, order, or flexibility in descriptive or narrative contexts."
747,"Words related to ""school"" and ""lesson"" in contexts of education or moral teachings."
748,"The contraction ""it's"" in sentences conveying explanations, emotions, or moral lessons."
749,"Names followed by ""said"" or ""says"" in dialogue."
750,"The token ""was"" following ""thought it"" in expressions of perception or judgment."
751,"First names in narrative contexts, often marking the introduction or actions of a character."
752,"Comma following ""as"" phrases in descriptive or narrative sentences."
753,"The word ""even"" emphasizing contrast or intensification in comparisons or unexpected situations."
754,"The token ""soon"" indicating an imminent or rapid occurrence in a narrative context."
755,"The token ""Do"" in direct questions asking about preferences, needs, or actions."
756,"The word ""only"" in contexts emphasizing age, particularly ""only three years old."""
757,"Possessive pronouns ""his"" or ""her"" preceding body parts or clothing items."
758,"Words indicating preference or intention, often ""to"" followed by a verb."
759,"The token ""Fluffy"" in sentences introducing or describing an animal with positive and gentle attributes."
760,"The article ""a"" before descriptions of houses or homes."
761,"The token ""up"" following the verb ""looked"" in sentences describing upward visual attention."
762,"The token ""tree"" describing a large physical object often paired with specific attributes or context."
763,Prepositions or articles in contexts involving water or cleaning objects.
764,Quotation marks following a comma in dialogue attribution.
765,"Tokens like "","" and ""and"" in lists of items, especially involving animals, shapes, or colors."
766,"Verbs describing conflict or lack of attention like ""hear,"" ""ignore,"" and ""argue over."""
767,"The word ""was"" following ""but"" in sentences expressing a contrast or limitation."
768,"Tokens ""to"" or ""into"" following ""turns"" or ""transforms,"" often describing magical or unexpected transformations."
769,"Activates on the phrase ""Once upon a time,"" typically signaling the start of a fairy tale."
770,"Prepositions indicating direction or relational kindness, such as ""to,"" ""towards,"" or ""at."""
771,"The token ""stretch"" and related forms referring to physical extension or elongation."
772,"The word ""baby"" referring to infants or young birds in narrative contexts."
773,"The phrase ""picked it up"" in contexts of physical object interaction."
774,"The possessive pronoun ""her"" indicating ownership or association with a female subject."
775,"The token ""k"" when part of ""kangaroo"" in storytelling contexts."
776,Proper nouns used as names in storytelling contexts.
777,"Articles ""a"" or ""the"" preceding roles, transformations, or identities in storytelling contexts."
778,"The token ""worry"" in reassuring dialogue often preceded by ""Don't""."
779,"The word ""causing"" when introducing a consequential action or emotional reaction."
780,"The word ""was"" in storytelling contexts, often following ""Once upon a time, there""."
781,The comma before direct speech in dialogue.
782,"The word ""when"" introducing a clause describing an event or action occurring simultaneously."
783,"The word ""race"" referring to a competitive event, typically among animals or people."
784,"The preposition ""to"" following a verb of motion, typically ""ran,"" in emotionally charged or action-oriented contexts."
785,"The token ""instead"" contrasting one item or action with an alternative."
786,"The token ""colors"" following ""many"" in descriptions of artistic or visual contexts."
787,"The preposition ""in"" preceding a noun that specifies a location or a collective group."
788,"The token ""fight"" describing conflicts over possessions in summaries."
789,"Subordinate conjunctions and prepositions introducing causal, temporal, or descriptive relationships."
790,"Pronouns ""she"" or ""he"" following ""when"" in a narrative sentence."
791,"The token ""teaches"" in contexts describing instruction or learning within narrative summaries."
792,Positive adjectives or attributes often used in storytelling contexts.
793,"The possessive pronoun ""your"" referring to something owned by the listener."
794,"The preposition ""under"" describing spatial relationships or placement beneath an object."
795,"The token ""Jack"" as the subject of sentences in narrative summaries."
796,"The adjective ""old"" describing people, objects, or animals in narrative contexts."
797,"The word ""before"" or ""time"" in contexts describing actions or transitions preceding another event."
798,"The token ""time"" in phrases indicating a transition or the start of an activity."
799,Tokens signaling narrative progression or key events in storytelling contexts.
800,Comma punctuation preceding descriptive or impactful adjectives in narrative or dialogue contexts.
801,"Common words in casual, descriptive narratives about food or daily routines."
802,"The noun ""stick"" in contexts involving discovery or imaginative play."
803,"The token ""to"" following ""excited"" in expressions of anticipation for an action."
804,"Pronouns ""her"" and ""his"" in contexts of overcoming challenges or receiving rewards."
805,"Proper names in narrative contexts, often introducing or referring to characters."
806,"The token ""wished"" when expressing a desire or longing for something unattainable or ideal."
807,"The word ""animals"" in descriptive or narrative contexts emphasizing their presence or actions."
808,"The infinitive marker ""to"" in imperative or habitual contexts."
809,"The period following ""happily ever after"" in fairy tale endings."
810,"Verbs expressing desire, learning, or excitement in narrative contexts."
811,"The token ""dog"" referring to a specific named dog in narrative contexts."
812,"The contraction ""I'm"" in direct speech or dialogue."
813,"Punctuation marks in narrative text, especially commas and periods used before or after ""One day."""
814,"The article ""a"" before ""game"" or ""match"" in contexts of playing or engaging in activities."
815,"The token ""day"" in repetitive phrases about continuous play or activity all day long."
816,"The word ""air"" when describing height or motion through space."
817,"The token ""ice"" when referring to ice cream in playful or descriptive contexts."
818,"Adjectives describing emotional or physical states in storytelling, often in the context of ""Once upon a."""
819,Periods concluding sentences about friends playing or engaging in activities.
820,"The token ""brother"" referring to a younger sibling in familial or narrative contexts."
821,Singular nouns representing physical objects or abstract concepts in descriptive or narrative contexts.
822,"The preposition ""to"" indicating movement or action directed towards a place or purpose."
823,The closing quotation mark following a sentence in dialogue.
824,"Prepositions indicating spatial relationships, especially ""of"" in phrases denoting positioning or containment."
825,"The modal verb ""would"" used to describe habitual or hypothetical actions."
826,"The word ""storm"" in contexts describing its occurrence or impact."
827,"The word ""who"" introducing a relative clause describing a character or entity."
828,"The indefinite article ""a"" preceding auditory events or sounds in suspenseful or sudden contexts."
829,"The verb ""make"" in contexts involving creation, friendship, or positive outcomes."
830,"The token ""held"" in contexts involving physical grasping or emotional attachment."
831,"The token ""happy"" following ""was very"" in positive, descriptive sentences."
832,"The suffix ""ing"" in contexts suggesting foreboding or negative outcomes."
833,"The pronoun ""she"" in sentences describing a girl's actions or experiences."
834,"The token ""pack"" when referring to gathering or preparing items, often for travel or storage."
835,"The token ""day"" followed by ""of,"" ""long,"" or ""ever"" in contexts emphasizing time or significance."
836,Verbs indicating an action to obtain or prepare something.
837,"The conjunction ""but"" introducing contrasting clauses or outcomes."
838,Activates on commas following action or emotional verbs.
839,"Tokens related to performances or entertainment events, particularly ""circus"" and ""opera."""
840,"The verb ""dropped"" in contexts of accidental actions involving small objects or toys."
841,"The word ""friend"" when describing a person in a narrative context."
842,Pronouns used as subjects preceding verbs indicating discovery or arrival after extended movement.
843,"The phrase ""lot of"" indicating abundance or quantity in casual or descriptive contexts."
844,"The token ""asked"" when introducing a question or dialogue involving another person."
845,"The word ""that"" following ""saw"" to indicate realization or observation."
846,"The token ""next"" in the phrase ""The next day"" or ""The next morning""."
847,"The word ""work"" used in contexts emphasizing collaboration or joint effort to achieve a goal."
848,"The auxiliary verb ""had"" indicating possession or experience in descriptive or narrative contexts."
849,Tokens related to personal feelings or preferences often in narrative or dialogue contexts.
850,"The verbs ""write"" or ""wrote"" related to creative or personal expression, often involving diaries or poetry."
851,"Modal verb ""could"" preceding verbs that describe potential actions or outcomes."
852,"The token ""behind"" describing spatial positioning or origin relative to another object."
853,"First names following the word ""named""."
854,"The article ""a"" following ""with"" in descriptions of objects or features."
855,"The token ""I"" in direct questions asking for permission or expressing desire."
856,"Pronouns ""his"" or ""her"" when indicating possession in relation to a person or their social context."
857,"The indefinite article ""a"" preceding a descriptive noun or adjective in sentences involving visual observation."
858,Singular nouns denoting specific objects or places often associated with possession or distinct grouping.
859,Tokens associated with narrative twists or foreshadowing in storytelling contexts.
860,"Conjunction ""and"" in cause-effect contexts or descriptive adjectives like ""slippery"" related to objects or settings."
861,"The word ""hill"" describing a physical location often associated with climbing or exploration."
862,"The token ""outside"" describing a playful activity or location in a positive, outdoor context."
863,"The verb ""leaves"" describing a subject departing or exiting a situation with emotional context."
864,"The pronoun ""he"" or ""she"" in contrastive clauses following ""but""."
865,"The word ""around"" indicating movement or activity in a spatial context."
866,"Roles or titles denoting authority or protection, such as ""judge"" and ""guard""."
867,"The word ""high"" in contexts describing altitude, often involving flight or nests."
868,"The word ""when"" following a description of a child playing with toys or objects."
869,"The word ""unexpected"" in contexts describing surprising or unforeseen events."
870,"The word ""strong"" describing physical strength or capability in characters or objects."
871,"Tokens conveying optimistic or imaginative scenarios, often referencing future actions or enduring friendships."
872,"The token ""water"" in contexts describing its use, presence, or interaction with objects or actions."
873,"The token ""Ben"" in narrative summaries or dialogue contexts."
874,Verbs describing possession or discovery in simple narrative contexts.
875,"The word ""house"" in contexts describing small or big houses where someone lives."
876,"The phrase ""tried to"" indicating an effort or attempt in narrative contexts."
877,"Pronouns initiating sentences or clauses, often reflecting a narrative or conversational tone."
878,"The word ""let"" in the phrase ""let's"" initiating collaborative or collective actions."
879,Tokens tied to narrative shifts or decisions in fictional storytelling.
880,"The definite article ""the"" preceding an object being acted upon or moved."
881,"Tokens signaling actions or states occurring concurrently with another event or context, often involving ""while""."
882,Connective adverbs or prepositions introducing clauses or phrases that establish relationships in narrative contexts.
883,"The token ""first"" in contexts emphasizing sequence or novelty of experiences."
884,"The pronoun ""them"" referring to plural objects or entities in active or descriptive contexts."
885,"Spatial or physical descriptors like ""tall"" and prepositions indicating location such as ""in"" or ""the""."
886,"Verbs or nouns related to imaginative, playful, or creative activities."
887,"The conjunction ""and"" linking ""mom"" and ""dad"" in familial contexts."
888,"The word ""As"" at the beginning of a clause describing an action or event in a narrative."
889,"The token ""bit"" when used in expressions of mild emotion or behavior."
890,"The past tense verb ""finished"" describing the completion of an action."
891,Adjectives describing colors or brightness in imaginative or narrative contexts.
892,"The token ""day"" in narrative contexts involving routine or specific occurrences."
893,"Descriptions of hair, often paired with adjectives or colors, especially in narratives about appearance."
894,"The word ""quiet"" describing a subdued or calm state or personality."
895,"Activates on ""to"" in phrases describing pretending or imagining roles or scenarios."
896,"The token ""nodded"" when describing agreement or acknowledgment in dialogue or narrative contexts."
897,Verbs indicating discovery or movement in narrative contexts.
898,"The verb ""was"" or ""is"" following ""who"" in descriptive sentences."
