feature_id,explanation
727,Verbs describing rolling or sailing actions in physical movement contexts.
728,"The preposition ""under"" in contexts involving locations, particularly under trees or structures."
730,"The token ""then"" following ""But"" to introduce a shift or unexpected event in a narrative."
732,Tokens related to dialogue or narrative twists in storytelling contexts.
733,"The adjective ""shiny"" describing objects or items that are found or observed in narratives."
735,Tokens in narratives suggesting foreshadowing or emotional twists in a story.
736,"The name ""Timmy"" following ""named"" in sentences introducing a character."
738,"The token ""named"" introducing the name of a bird in narrative text."
739,Proper nouns referring to characters in narratives or specific entities initiating actions or dialogue.
740,Verbs describing actions or speech directed by a mother figure towards someone.
742,"The token ""next"" in the phrase ""The next day"" within narrative contexts."
743,"Common short function words like ""to"", ""her"", ""a"", ""was"", and ""have"" in narrative text."
744,"The token "","" in narrative text connecting clauses with a moral or cooperative action."
745,"The token ""ice"" when paired with ""cream"" in contexts related to food or desserts."
746,"Prepositional phrases indicating a location, specifically ""in the water"" or ""in the corner""."
750,Pronouns referring to possessors or subjects in sentences about actions or observations.
751,"The plural noun ""things"" in contexts of diverse or unspecified items or experiences."
755,"The word ""to"" following expressions of happiness or excitement about performing an action or achieving something."
757,Exclamation mark followed by closing quotation mark in direct speech.
758,"The token ""angry"" in emotionally charged contexts, often describing someone's reaction or behavior."
760,"Words for baked goods like ""cookie,"" ""pie,"" and ""pastry"" in contexts related to cooking or enjoyment."
761,"The verb ""makes"" used in contexts of creation, forming relationships, or bringing about actions."
763,"The conjunction ""and"" connecting two clauses in narrative contexts of resolution or transformation."
765,"The affirmative token ""Yes"" in direct speech, often followed by polite expressions like ""please."""
766,"The token ""with"" in contexts describing filling or covering something."
767,"The token ""wind"" when describing blowing or gusting actions in a narrative context."
768,"The token ""toys"" in sentences about playing and personal enjoyment."
770,"The token ""Suddenly"" initiating a dramatic or unexpected event in a narrative."
771,"The token ""Twist"" in dialogue or story summaries, often signaling a narrative plot change or surprise."
772,"The word ""stuck"" in contexts of physical entrapment or obstruction."
773,"The conjunction ""but"" signaling contrast following repeated efforts or searches."
774,"Verbs expressing desire, action, or state in contexts of collective or universal experiences."
780,"The pronoun ""They"" referring to a group of friends or individuals engaging in playful activities."
781,"The verb ""eat"" in contexts of consuming food or meals."
782,"Verbs indicating physical interaction with objects, especially ""held"" and ""touch""."
783,"The reflexive pronouns ""himself"" or ""herself"" following ""by"" in contexts of solitary actions."
784,"Variations of the verb ""promise"" in contexts of commitment or assurance."
786,"The word ""importance"" in contexts emphasizing moral or personal growth lessons."
788,"Positive outcomes in narratives involving friendship, personal growth, or resolution of regret."
789,"The verb ""barked"" in various tenses describing dog behavior."
791,"The modal verb ""could"" indicating ability, possibility, or permission in descriptive or narrative contexts."
793,"The token ""knew"" indicating realization or understanding tied to a decisive or necessary action."
795,Nouns representing tangible objects commonly observed or interacted with in everyday scenarios.
796,"Singular nouns in dialogue, often concrete or conceptual, paired with unrelated counterparts."
797,Pronouns referencing groups or individuals in family or travel contexts.
798,"The pronoun ""her"" referencing a female character in narrative or relational contexts."
799,"The interjection ""Oh"" in direct speech, often expressing surprise or distress."
801,"The token ""a"" preceding an object being discovered or found."
802,"The token ""Sara"" in text summaries describing her actions, traits, or interactions."
805,The comma preceding a description of a friend followed by their name and type/species.
806,Indefinite and quantifying determiners in sentences about gardens and flowers.
807,Coordinating conjunctions and pronouns indicating joint or cooperative actions between characters.
808,"The verb ""walked"" describing deliberate movement toward a specific target or location."
809,"The indefinite article ""a"" preceding descriptions of small or specific locations."
810,"The token ""sun"" in descriptions of idyllic or bright outdoor scenes."
811,"The conjunction ""and"" linking Lily with another character or entity in narrative summaries."
816,"Coordinating conjunction ""and"" connecting subjects in narrative contexts."
818,"The token ""finally"" indicating resolution or achievement after difficulty or waiting."
819,"Tokens indicating causation or curiosity, such as ""that,"" ""for,"" or ""when,"" often in narrative contexts."
823,"Coordinating conjunction ""and"" or pronoun ""he"" in negative or conflict-driven emotional contexts."
825,"Verbs describing actions performed by people, often in the context of observation or interaction."
826,"The token ""decided"" in contexts of personal choice or action."
827,"Names of characters in stories, typically following ""One day"" narrative setups."
828,"The verb ""hurt"" or its conjugations describing physical injury after falling."
829,"Words related to granular materials like ""sand"" and ""mud"" in contexts of play or construction."
830,"The word ""that"" introducing a clause describing an attribute or detail about a preceding noun."
832,"The possessive pronoun ""my"" in contexts referring to a parent, typically ""mom""."
834,Words related to competitive actions or intentions in the context of racing or winning.
835,"The token ""drink"" in contexts involving consumption or items associated with enjoyment or social settings."
836,"The token ""upon"" in the phrase ""Once upon a time"" at the start of a story."
840,"Negations ""didn't"" and ""No"" in dialogue or narrative refusals."
841,Opening quotation marks preceding playful or enthusiastic dialogue.
843,Articles and adjectives introducing or describing objects or concepts in explanatory or illustrative contexts.
844,"The token ""book"" when referring to a specific item being found, read, or described in a story context."
845,"The adjective ""strong"" describing physical or metaphorical strength."
846,"Emotional nouns like ""joy,"" ""sadness,"" or ""excitement"" conveying internal feelings or experiences."
848,"The token ""learns"" in narratives describing characters acquiring life lessons or skills."
849,"Pronouns in narrative sentences starting with ""One day"" conveying character actions or discoveries."
850,"Words related to water activities or environments, such as ""swim,"" ""sea,"" and ""water."""
851,"Tokens describing tragic consequences after an accident, often linked by commas or conjunctions."
853,"The word ""curious"" describing a character's inquisitive behavior or state of mind."
854,"The verb ""started"" preceding an infinitive verb indicating the beginning of an action."
855,"Tokens ""Hello"" or ""Hi"" initiating dialogue or greetings in conversational text."
856,"The definite article ""the"" preceding a noun in spatial movement or directional context."
858,Words related to playing or activities involving swings and slides.
860,"The token ""picture"" referring to an image or depiction of an object or concept."
862,"The token ""home"" in contexts of returning or going to a familiar place."
864,Pronouns in contexts describing actions or objects that elicit emotional or physical responses.
865,Concrete nouns representing objects or materials often found in playful or creative contexts.
866,"The conjunction ""so"" indicating a causal relationship or purpose in narrative actions."
867,"The definite article ""the"" preceding a noun in narrative summaries."
869,Proper names of friends introduced in a narrative context.
870,"The definite article ""the"" following ""on"" in locative or possessive contexts."
871,"Pronoun ""he"" or ""she"" at the start of a sentence describing an action or reaction."
873,"The verb ""grabbed"" in contexts describing physical actions involving objects."
875,"Past-tense verb ""was"" following a named character introduction in narrative storytelling."
876,"Words in possessive or personal contexts within dialogue, often expressing ownership or refusal."
877,"The token ""sky"" in descriptions involving upward movement or observations."
879,"The word ""was"" in narrative text following ""Once upon a time, there""."
881,"The article ""a"" preceding ""new friend"" in narratives about making a connection."
884,"The token ""as"" in comparative expressions emphasizing similarity or degree."
886,"The token ""up"" in contexts describing physical motion or upward movement."
887,"The verb ""dance"" often in contexts of enjoyment or creative expression."
888,"The phrase ""put on"" followed by clothing or accessories."
892,Auxiliary verbs and adverbs emphasizing states or actions in descriptive or narrative contexts.
893,"Tokens describing distinct or impactful actions, objects, or qualities with vivid or dramatic connotations."
896,"Proper names addressed in dialogue, often preceded by ""Look""."
899,"The token ""Story"" in contexts signaling the beginning of a narrative."
903,"Pronouns ""his"" or ""her"" used in the context of familial or social interactions."
904,"The adverb ""soon"" indicating imminent events or actions in narrative contexts."
906,"Words denoting structures or places being built, often in imaginative or play contexts."
907,"Punctuation marks, especially commas and periods, in narrative text describing events or transitions."
908,"The preposition ""on"" in spatial or temporal contexts."
910,"The subordinating conjunction ""As"" introducing a dependent clause describing simultaneous actions or events."
911,"Tokens ""yummy"" and ""yucky"" describing food or taste-related items."
912,"The token ""was"" in contexts describing the transition to a specific moment or state."
913,"The word ""excited"" following ""so"" in expressions of strong emotion."
917,"The verb ""like"" in sentences describing mutual activities or preferences among friends."
918,"The token ""-"" in the phrase ""three-year-old""."
919,"The word ""safe"" used in contexts involving protection, security, or finding a secure location."
920,"The article ""a"" before a descriptive adjective or noun in storytelling contexts."
922,"Verbs expressing actions, emotions, or states in simple past tense."
923,"The verb ""find"" in contexts of searching or struggling to locate something."
924,"The definite article ""the"" preceding nouns in simple narrative contexts."
925,"The token ""teach"" in contexts related to instruction or learning."
926,"The conjunction ""because"" indicating a reason or explanation for an emotional or situational state."
928,"The word ""beach"" in sentences describing someone visiting it with family or for a specific purpose."
929,"The token ""able"" in contexts describing regained or demonstrated capability following an event or condition."
930,"The token period after ""happily ever after"" in a concluding phrase."
931,"The word ""to"" following verbs of motion like ""run"" or ""ran""."
935,"The pronoun ""I"" in direct speech or dialogue contexts."
936,"The word ""there"" in contexts describing locations or situations, often introducing an observation or condition."
938,"Verbs denoting expressive physical actions like clapped, nodded, waved, or wagged."
940,"The token ""belong"" and its variants in contexts of possession or ownership."
941,"The word ""know"" in contexts implying uncertainty or lack of knowledge."
942,"The token ""arrived"" in contexts describing the moment of arrival after a journey or movement."
945,"The token ""but"" or a period after asking or interacting with ""mom""."
946,"The pronoun ""them"" referring to objects being interacted with or explored."
948,"Verbs indicating actions or intentions in narrative contexts, often involving movement or play."
949,"Adjectives expressing emotional states or personality traits, often in narratives involving animals or children."
951,"The token ""scary"" describing a threatening animal or creature after ""a big""."
952,"The word ""selfish,"" often in narrative or dialogue contexts suggesting moral or interpersonal themes."
953,"Pronoun ""everyone"" emphasizing collective interest or admiration in a positive context."
954,"The possessive ""'s"" indicating ownership or relation."
955,"The verb ""set"" in phrases describing embarking on a journey or initiating an action."
956,"The token ""baby,"" often in contexts describing or referencing a young child or infant."
957,Articles and prepositions in sentences about vehicles or engines.
959,"Tokens linking cause-effect or contrasting clauses, often emphasizing difficulty or magnitude."
960,"The word ""light"" when it refers to illumination or brightness, often in narrative or descriptive contexts."
962,"The token ""it"" in contexts of performing or completing an action."
964,"The token ""stuck"" describing objects or animals trapped in specific locations."
966,"The token ""when"" introducing a clause describing a condition or event triggering an action."
968,"Singular ""one"" used to specify an object or unit in various contexts."
969,"The token ""way"" in phrases describing movement or travel towards a destination."
970,Questions addressing events or actions followed by first-person responses indicating a problem or occurrence.
971,"The word ""hole"" in contexts involving digging actions."
973,"The token ""after"" introducing a phrase indicating a sequence of events or actions."
974,"The verb ""wanted"" expressing a desire or intention to perform an action."
975,"Comma following ""said"" in dialogue attribution preceding direct speech."
976,Tokens related to dialogue or narrative twists involving emotional or interpersonal conflict.
977,"Period after ""a little girl named Lily"" introducing sentences about her actions or traits."
980,"The verb ""show"" when expressing intent to display something to someone."
982,"Pronouns ""she"" or ""he"" following a conjunction ""but"" in a context of inability or difficulty."
985,Adjectives describing size or state in relation to possession or location.
987,"The word ""busy"" describing someone's unavailability due to engagement in an activity."
988,Exclamations followed by quotation marks in dialogue.
989,"Tokens summarizing a story, often following the phrase ""Summary:""."
990,"The token ""man"" in contexts describing or introducing a specific male character or figure."
992,"The verb ""play"" describing engaging in fun or recreational activities."
996,"The token ""everywhere"" describing universal or consistent presence or movement."
998,"Tokens related to curiosity-driven actions or intentions like ""to,"" ""and,"" or ""about."""
1000,"The token ""friend"" referring to a close companion or named individual."
1003,"The exclamation ""Wow"" expressing surprise or admiration, often followed by a description or observation."
1004,"References to young children, specifically ""brother"" or ""3-year-old."""
1005,"The word ""Story"" at the start of a narrative or fairy tale opening."
1006,"The contraction ""let's"" in imperative sentences encouraging action or collaboration."
1007,"The word ""knot"" in contexts involving physical objects, actions, or emotional tension."
1008,"Tokens introducing named entities, specifically ""called"" or ""named"" when referring to individuals."
1009,"Adjectives describing colors, specifically ""black,"" ""white,"" and ""gray,"" often in contexts of objects or animals."
1010,"Common verbs in direct speech, often following a possessive noun and preceding a quotation or explanation."
1011,"The token ""isk"" in the name ""Whiskers"", referring to a cat."
1015,"The contraction ""couldn't"" expressing inability or emotional intensity in a narrative context."
1021,"Possessive pronouns ""her"" or ""his"" specifically when referring to friends."
1022,"The word ""to"" preceding an action or desire verb in a narrative context."
1024,"The verb ""opened"" in the context of revealing contents inside objects."
1025,"The infinitive marker ""to"" preceding verbs related to activities or actions."
1026,"The token ""brave"" describing a heroic character in narrative or summary contexts."
1027,"The verb ""manage"" in contexts implying effort or capability."
1029,"Words describing clothing, often involving personal preference, beauty, or fashion."
1030,"The conjunction ""and"" connecting two names or nouns in narrative contexts."
1031,"Possessive pronouns ""his"" or ""her"" preceding references to family members like mom or grandma."
1032,Sentimental phrases or narrative conclusions in fairy tale or story-like contexts.
1036,"The token ""ing"" in words indicating foreshadowing within narrative contexts."
1037,"Verbs indicating interaction or possession with a tangible object followed by ""it""."
1038,Tokens indicating narrative features or meta-annotations in storytelling contexts.
1039,"Articles ""the,"" ""a,"" and ""an"" preceding moral lessons or themes in storytelling contexts."
1041,"The token ""did"" in negated statements expressing preference or intent."
1042,"Prepositions ""for"" and ""going"" in contexts related to events, school, or routines."
1043,Tokens indicating narrative transitions or key plot developments in storytelling contexts.
1044,"The preposition ""of"" following the verb ""out"" in expressions of motion or emergence."
1045,"The conjunction ""while"" in contexts of simultaneous actions or events."
1046,"The token ""door"" referring to an entry point being opened or interacted with."
1047,"The token ""glass"" when referring to a container holding a beverage."
1049,"Tokens referencing ""teddy bear"" in possessive or descriptive contexts."
1050,"The word ""said"" in dialogue attribution following quoted speech."
1051,"The contraction ""n't"" in negated verbs expressing reluctance or refusal in narrative contexts."
1052,"The word ""scared"" expressing fear or discomfort in various contexts."
1053,Pronouns and auxiliary verbs in sentences conveying emotions or personal reflections.
1054,"The token ""are"" in the phrase ""What are you doing?"" within direct dialogue."
1056,"Positive or uplifting phrases in dialogue or narrative expressing enjoyment, learning, friendship, or moral values."
1057,"The token ""That"" in excited exclamations followed by a possessive ""'s""."
1059,"Adjectives describing qualities or states, often paired with imaginative or narrative contexts."
1060,"The token ""met"" introducing a character or entity in a narrative context."
1065,"The verb ""looked"" in contexts describing physical or visual attention or searching actions."
1066,"Negative sentiment adjectives like ""disgusting"" or ""terrible"" describing objects or actions."
1067,Nouns describing specific objects or places associated with play or leisure activities.
1068,"The token ""you"" in direct questions within dialogue."
1074,Verbs or adjectives describing actions or states in simple narrative contexts.
1076,"Pronouns in comforting or reassuring dialogue, typically following verbs like ""reassures"" or ""assures""."
1078,"Words indicating selection, comparison, or identification, especially ""which"" and ""who"" in decision-making contexts."
1080,"The token ""smelled"" or ""smells"" describing the scent of food, flowers, or other pleasant items."
1083,"The contraction ""didn't"" in contexts of negation or failed attempts."
1084,"The token ""magic"" describing enchanted or supernatural objects in narrative summaries."
1087,"The token ""ride"" or ""riding"" in contexts describing personal enjoyment or habitual use of bicycles or scooters."
1088,Proper names of characters introduced in narrative contexts.
1092,"The plural pronoun ""they"" when describing shared actions or relationships between characters."
1093,"The verbs ""need"" or ""needed"" in imperative or explanatory contexts."
1094,Nouns denoting physical locations or objects associated with nature or human activity.
1095,"Tokens in dialogue or narrative expressing conflict, resolution, or significant emotional actions."
1099,Tokens describing tension or dramatic twists in narrative contexts.
1100,"The verb ""fell"" in contexts describing physical actions or emotional events."
1102,"The verb ""was"" or ""is"" following ""that"" in descriptive clauses."
1103,"The word ""over"" in the context of overcoming challenges or fears."
1105,Quotation marks in dialogue following a character's speech.
1108,"The token ""pretty"" describing positive qualities or appearance in various contexts."
1113,"The contraction ""n't"" in dialogue expressing reassurance or prohibition."
1115,"The token ""old"" describing the age of a person, typically three years old."
1117,Tokens following a comma used in contrasting or descriptive pairs.
1118,"The token ""box"" referring to a container, often modified by ""big"" or ""toy""."
1119,"The word ""hide"" specifically in the phrase ""hide and seek""."
1120,"The token ""dad"" in contexts referencing family relationships, often paired with ""mom""."
1123,"The token ""Look"" in direct speech, often preceding an exclamation or pointing something out."
1124,"The word ""hard,"" often describing effort, physical texture, or difficulty."
1128,"The article ""a"" following the verb ""had"" and preceding a noun phrase."
1131,Periods following narrative phrases introducing characters or events in a storytelling context.
1134,Positive adjectives describing animals or natural elements in a narrative context.
1135,"Positive abstract nouns related to emotions, virtues, or ideals in uplifting contexts."
1137,Subordinating conjunctions or prepositions introducing dependent clauses or relationships between events.
1139,"The possessive pronoun ""its"" referring to an object's state, position, or part."
1140,"The verb ""picked"" in contexts involving retrieval or lifting of objects from surfaces."
1142,"Adjectives describing size or moral quality before a noun, often in narrative contexts."
1144,Tokens preceding a comma in lists of paired or contrasting concepts.
1145,"Coordinating conjunction ""and"" in contexts describing relaxation or sleep-related actions."
1146,"The verb ""stopped"" in contexts involving pausing actions or moments of reflection."
1148,"Tokens associated with colors, possession, or spatial relationships in descriptive or narrative contexts."
1149,"Verbs indicating action, effort, or movement, often tied to a goal or achievement."
1151,"The word ""name"" introducing the specific name of a character or entity in a narrative."
1152,"The token ""by"" introducing a phrase describing an action or method of doing something independently."
1154,"The article ""a"" or verb ""had"" preceding a description of an object or its attributes."
1156,"Adjectives describing improvement, enhancement, or positive qualities."
1157,"The token ""Conflict"" used as a thematic keyword in narrative or summary contexts."
1158,"The past tense verb ""got"" describing an action or change of state."
1159,Tokens in summaries with proper nouns or subjects initiating narrative actions or events.
1161,"Pronouns ""he"" or ""she"" at the start of a sentence or clause indicating a subject-focused narrative."
1162,"The token ""Lily"" as a central subject in a sentence about friendship or playing."
1163,"The modal verb ""Can"" in direct speech asking permission or making a request."
1164,"Pronouns ""she"" or ""who"" referring to a female subject in storytelling contexts."
1165,"Tokens introducing named entities, often in storytelling contexts."
1166,"Pronouns ""it"" or ""them"" following the verb ""put."""
1169,"The definite article ""the"" preceding a location or object being visited or interacted with."
1170,"Activates on ""hockey"" and ""game"" in contexts describing sports or recreational activities."
1171,"Verbs describing expressive physical actions, often involving hands or joyful movement."
1175,"The verb ""told"" in past tense used to convey information or dialogue."
1176,"Verbs indicating achievement or discovery in positive contexts, often near expressions of happiness."
1179,"Words expressing surprise or wonder, especially ""moment"" and variations of ""amazement""."
1180,"The past tense auxiliary verb ""had"" in narrative contexts."
1182,"Tokens ""beach"" and ""Riley"" in contexts describing specific locations or personal actions."
1184,"The token ""garden"" describing a setting for playful or outdoor activities."
1185,"The verb ""put"" in contexts describing physical actions or placement of objects."
1187,"The token ""also"" or ""another"" indicating addition or comparison in narratives."
1190,"The token ""especially"" used to emphasize a specific toy or object in the context of play."
1192,"The comma following ""Once upon a time"" in storytelling phrases."
1193,"Tokens within narrative openings, especially ""Once upon a time,"" signaling classic storytelling setups."
1194,"The verb ""fight"" describing a conflict between two named characters over an object or possession."
1196,"The token ""storm"" when describing an event causing fear or destruction."
1197,"The word ""little"" describing a child in a narrative context."
1198,"Tokens ""place"" and ""menu"" used to denote specific locations or lists of items."
1200,Verbs describing playful or recreational activities involving two or more characters.
1201,Singular nouns representing objects or animals listed in a group or series.
1202,"The token ""new"" when describing the formation of friendships."
1206,"The contraction ""Don’t"" in dialogue, especially expressing reassurance or dismissing worry."
1208,"The token ""down"" describing movement or direction in physical contexts."
1209,Pronouns or possessives related to male farmers or men in narrative contexts.
1211,"Articles ""a"" or ""big"" introducing or describing singular nouns in simple narrative contexts."
1212,"The preposition ""at"" following the verb ""looked."""
1214,"The token ""back"" in contexts describing a return to a previous location or state."
1217,"The possessive pronoun ""his"" preceding nouns related to personal belongings or social interactions."
1218,"The word ""with"" indicating accompaniment or assistance in actions or activities."
1221,"Commonly used words in storytelling or narrative contexts, like ""day"", ""said"", and ""filled""."
1223,"The word ""box"" when referring to a container holding items."
1224,"The article ""a"" following the verb ""gets"" in contexts describing possession or acquisition."
1225,"The token ""mail"" in contexts related to communication or delivery."
1226,"Prepositions ""in"" or ""on"" following verbs of reclining or sitting in relaxed outdoor contexts."
1229,"Adjectives ""heavy"" and ""broken"" describing physical objects or burdens."
1231,"Pronouns in subject position following ""When"" in narrative contexts."
1232,"The token ""what"" in expressions of uncertainty or lack of understanding."
1234,"The word ""best"" in the phrase ""best friends."""
1235,"The comma after ""Look"" in direct speech exclamations."
1237,"The plural noun ""toys"" in the context of playful activities and personal enjoyment."
1238,"The verb ""move"" in contexts involving physical or metaphorical motion or change of location."
1240,"Possessive pronoun ""his"" referring to a male owner or subject in a pet-related context."
1241,Positive emotional states or joyful moments in narrative contexts.
1242,"Verbs describing spatial positioning or extension, often paired with directional or depth-related adverbs."
1244,"The token ""win"" in contexts involving aspirations or competitions."
1245,"The conjunction ""and"" linking playful activities involving toys."
1247,"The token ""tower"" referring to a structure often built with toy blocks."
1250,"Singular food-related nouns, specifically ""spaghetti"" and ""potato""."
1253,"The token ""swings"" in contexts describing playground activities."
1256,"The past tense verb ""was"" often describing weather or conditions."
1257,"The phrase ""so much"" expressing intensity or strong emotion in positive contexts."
1258,"The word ""and"" linking two descriptive adjectives about an object or entity."
1259,"The token ""lost"" describing possession or items misplaced by characters in narratives."
1260,"Words describing fictional roles in imaginative play, like ""princess"" and ""knight""."
1262,"The token ""End"" in contexts describing unsatisfactory conclusions in dialogue-heavy narratives."
1264,"The preposition ""in"" describing a location where someone lives."
1266,"The indefinite article ""a"" introducing a noun phrase in a story context."
1270,"The token ""me"" in contexts describing pastoral or meadow-related settings."
1271,"The word ""later"" or a comma following ""later"" in narrative sequences."
1272,"Tokens ""forgot"" or ""remembered"" in contexts of memory lapses or recalling specific events."
1282,"The token ""One"" at the beginning of a sentence introducing a story or narrative."
1283,"The token ""to"" following ""learns"" in contexts of personal growth or skill acquisition."
1284,"The verb ""play"" in contexts describing activities children enjoy."
1285,"The token ""felt"" or ""feels"" describing emotional states or reactions."
1287,Plural concrete nouns representing physical objects or entities in descriptive contexts.
1288,"The token ""who"" in contexts involving comparisons or challenges to determine identity or capability."
1290,Verbs describing actions to secure or fasten objects or spaces.
1291,Verbs or prepositions associated with accidental or unexpected physical impacts or slips.
1292,"The token ""time"" when referring to a specific moment for an action or event."
1293,"The definite article ""the"" preceding a location or destination."
1295,Concrete nouns referring to specific objects or locations in conversational or narrative contexts.
1296,"The token ""called"" introducing a name or identifier in narrative contexts."
1297,Pronouns referring to objects or people being actively observed or watched.
1298,"The pronoun ""it"" when describing a condition or state, often preceded by ""and"" or ""but""."
1299,"The conjunction ""and"" in repetitive sequences of actions or behaviors."
1300,"The verb ""found"" used to describe a discovery by a named child."
1303,"Phrases beginning classic storytelling openings like ""Once upon a time"" or similar narrative introductions."
1307,"The past tense verb ""was"" indicating a state or description."
1309,Tokens related to clapping or cheering in celebratory or expressive contexts.
1310,"The token "","" following direct speech in a quoted sentence."
1311,"The auxiliary verbs ""was"" and ""it's"" initiating a descriptive or narrative statement."
1312,"Coordinating conjunction ""and"" linking two actions or states in narrative contexts."
1314,"The word ""fun"" in contexts describing enjoyable activities."
1315,The period followed by a closing quotation mark at the end of a sentence.
1316,"The token ""friends"" in contexts where characters form relationships or bonds."
1317,"The conjunction ""and"" linking two actions or events in narrative contexts."
1318,"Singular mentions of ""bird"" in narrative contexts."
1319,"The token ""surprise"" or its variation ""surprised"" in contexts expressing unexpected events or emotional reactions."
1320,"Proper nouns starting with ""M"" in narrative or dialogue contexts."
1323,"The token ""near"" in phrases describing proximity to a house or forest location."
1325,"The comma following the adjective ""big"" in descriptions of objects or animals."
1326,"Tokens ""nodded"" and quotation marks in dialogue or character actions expressing agreement or communication."
1327,First names of characters in narrative contexts.
1328,"The token ""day"" in phrases emphasizing continuous activity throughout the day."
1331,"The adjective ""sunny"" describing weather at the start of a story."
1332,"Tokens forming part of nouns or verbs related to physical objects, actions, or their attributes."
1333,"The token ""time"" in the phrase ""Once upon a time"" at the start of a story."
1335,"The preposition ""to"" in the context of someone or something traveling to a location."
1336,"Verbs expressing desire or intention in playful, interpersonal contexts."
1337,"Tokens ""forest"" or ""woods"" describing natural settings often paired with actions like walking or wandering."
1339,"The adjective ""happy"" describing a positive emotional state often linked to actions or outcomes."
1340,"Tokens ""m"" and ""lumber"" within contexts describing objects or animals in narrative summaries."
1341,"The possessive pronoun ""Her"" referencing a female and followed by a noun denoting close relationships or connections."
1343,Pronouns or nouns indicating a specific entity involved in a narrative action or description.
1344,"The word ""girl"" in narratives describing a specific young female character."
1346,"Prepositions ""to"" or ""by"" indicating action directed towards or performed by someone."
1347,"Verbs and prepositions in contexts related to performance, rhythm, or expression."
1349,"Tokens describing emotional states or physical sensations, often tied to interpersonal or situational contexts."
1350,"The token ""bag"" when referring to a physical container in a narrative context."
1354,"The verb ""do"" in contexts of deciding, planning, or wanting actions."
1356,"The token ""race"" in contexts involving an event or competition, often preceded by ""a""."
1357,Animal nouns in character introductions within story summaries.
1358,"The token ""Let"" in imperative or collaborative statements within direct dialogue."
1359,"The word ""green"" describing objects or animals, often in storytelling or descriptive contexts."
1360,Singular nouns in dialogue often tied to whimsical or narrative contexts.
1362,"The definite article ""the"" preceding a location or establishment."
1363,"Adjectives describing size, state, or color in neutral narrative contexts."
1364,"The token ""if"" in questions about permission or desire, typically following ""asked""."
1365,"The word ""dog"" in sentences describing a named dog with specific attributes or actions."
1366,Common determiners and prepositions in descriptive or narrative contexts.
1369,"The verb ""loved"" describing a character's enjoyment of playful or joyful activities."
1371,"The determiner ""some"" indicating a non-specific quantity or portion of something."
1373,"The token ""want"" in negative expressions of desire or reluctance."
1374,"Tokens ""boy"" or ""girl"" following ""there was a"" and preceding ""named."""
1375,"Tokens ""listen"" and ""listened,"" often tied to learning or following advice in moral or cautionary contexts."
1378,"The word ""there"" in storytelling contexts, often introducing a setting or character."
1380,"The word ""Once"" at the start of a narrative or storytelling phrase."
1381,"The definite article ""the"" preceding a noun in narrative storytelling contexts."
1382,The period after a sentence introducing a named entity or animal in a storytelling context.
1384,"The verb ""is"" in descriptive or narrative contexts involving characters or objects."
1385,"The verb ""play"" in contexts of recreational activities or games."
1386,"The token ""lots"" preceding ""of"" to indicate abundance or quantity."
1387,"Tokens ""wash"" or ""washing"" referring to cleaning actions in domestic contexts."
1388,"The verb ""pretend"" describing imaginative play or role-playing scenarios."
1389,"The verb ""catch"" in contexts involving attempts to capture animals or birds."
1392,"The token ""same"" in contexts emphasizing similarity or uniformity."
1398,"Tokens ""the"", ""to"", and ""only"" in contexts related to shopping or stores."
1399,"The word ""light,"" especially when paired with descriptors like ""bright"" or ""glowing."""
1400,"The token ""Tim"" in contexts describing actions, emotions, or attributes of a character named Tim."
1403,"The preposition ""on"" followed by ""the"" in contexts involving objects found on surfaces like ground or floor."
1404,"The word ""time"" in the phrase ""Once upon a time"" at the start of a story."
1406,"Proper names paired in the format ""X and Y"" in summaries of fictional narratives."
1407,Nouns describing physical objects or locations with sensory or emotional context.
1408,"The token ""Benny"" in the context of children's story summaries."
1409,"The verb ""share"" in contexts involving learning or teaching positive social behavior."
1411,"The pronoun ""him"" when referring to a specific male character in social or emotional contexts."
1412,"The indefinite article ""A"" introducing a subject in summary sentences."
1416,"The word ""away"" describing movement or departure."
1417,"The token ""upon"" in the phrase ""Once upon a time"" at the start of a story."
1418,"The token ""fire"" referring to literal fires or firefighting contexts."
1419,"The token ""adventure"" in the context of a character embarking on a journey or quest."
1423,"The token ""ostr"" in the word ""ostrich""."
1426,"The token ""this"" emphasizing specific moments or objects in narratives."
1428,"The word ""sky"" when referring to clouds, weather, or visual changes."
1430,"The verb ""join"" indicating an invitation or decision to participate in an activity or group."
1432,"The verb ""gave"" in contexts where a mother gives an object to her child."
1433,Pronouns used as subjects in reported speech or direct quotations.
1434,"The word ""house"" in the context of a small dwelling in storytelling."
1435,"The verb ""ride"" referring to transportation or a recreational activity."
1436,"The token ""Summary"" in text segments describing a conflict."
1438,"The verb ""came"" describing arrival or movement towards a location or person."
1441,"Verbs ""sit"" or ""sat"" describing a person taking a seated position."
1443,"The token ""named"" introducing a character in a narrative."
1444,"The token ""happened"" following phrases describing unexpected events or twists in a narrative."
1446,"The special character ""�"" in informal or conversational dialogue."
1447,"The word ""over"" in contexts of conflict or disagreement."
1452,"The comma following ""One day"" in narrative openings."
1453,"The token ""come"" in direct speech contexts involving commands or invitations."
1454,"The token ""there"" in introductory storytelling phrases like ""Once upon a time""."
1456,Pronouns referring to a person observed by another in a context of emotional or interpersonal interaction.
1457,"The token ""closer"" describing physical movement towards an object or location."
1459,"Words denoting outdoor activities or creative actions like ""outside"" and ""color""."
