feature_id,explanation
435,"Words for enclosed storage spaces like closet, drawer, fridge, cabinet, or freezer."
436,"The token ""OY"" in the middle of the word ""DEPLOYMENT""."
437,"The token ""bed"" in contexts about going to bed or bedtime routines."
438,"The token ""friend"" when preceded by ""his"" in contexts describing relationships."
439,"Pronouns ""her"" or ""him"" when they are the object of ""teaches"" in instructional contexts."
440,"The word ""Twist"" in the context of story or dialogue features."
441,Common possessive pronouns or definite articles in situational or descriptive contexts.
442,"The verb ""roll"" in contexts of motion, play, or dice games."
443,"The word ""found"" in narratives describing a discovery of an object or item."
444,"Pronouns, names, or ""one"" when referring to individuals in interpersonal or narrative contexts."
445,"Capitalized names starting with ""M"" or ""T"" in the middle of a sentence."
446,"Common function words (e.g., ""it"", ""you"", ""that"") in contexts involving actions, possession, or causality."
447,"The token ""to"" following ""said"" in direct speech contexts."
448,"The conjunctions ""who"" or ""and"" in contexts emphasizing friendship or cooperative actions."
449,"Terms of endearment like ""sweetheart"" and ""sweetie"" in direct dialogue or quotes."
450,"The token ""red"" when describing objects or features."
451,"The verb ""jumped"" in contexts describing abrupt or energetic physical movement."
452,"The token ""box"" in contexts involving discovery or exploration of its contents."
453,"The token ""H"" in repetitive sequences of ""I HATE YOU""."
454,"Verbs denoting assistance or action in constructive, cooperative, or restorative contexts."
455,"The word ""happily"" in the phrase ""lived happily ever after"" or similar idyllic contexts."
456,"Adverbs and adjectives describing a correct, natural, or desired state or manner."
457,"The token ""pocket"" when used in possessive contexts, often following ""put"" or ""puts""."
458,"The word ""and"" in lists of three or more items."
459,"The token ""Maybe"" in speculative or tentative statements, often within dialogue or casual phrasing."
460,"The phrase ""three years old"" describing a young child's age."
461,"The word ""better"" in contexts of improvement, comparison, or personal growth."
462,"The preposition ""in"" following ""Once upon a time"" and preceding a descriptive noun phrase."
463,"The phrase ""a bit"" in contexts describing mild emotional states or reactions."
464,"The verbs ""bring"" or ""brought"" in contexts involving possession, transportation, or movement of objects or people."
465,"The verbs ""sit"" and ""sat"" describing the act of physically positioning oneself down."
466,"The preposition ""for"" following verbs describing waiting or anticipation."
467,"Animal nouns ""goat"" and ""rat"" often in the context of descriptive or narrative storytelling."
468,Coordinating conjunctions or punctuation introducing a continuation or elaboration in a narrative.
469,"Verbs describing enjoyable or desired activities, often following ""loved to"" or ""loved""."
470,"The token ""test"" in contexts where it implies evaluation, challenge, or a task to be completed."
471,"The word ""that"" introducing a result or time clause."
472,"The token ""there"" introducing clauses describing existence or presence of something."
473,"The token ""wish"" or ""wishes"" in contexts of desire, granting, or imagining possibilities."
474,"The word ""accidentally"" in narratives describing unintended actions."
475,"The token ""like"" in negative contexts, often following ""didn't"" or ""doesn't."""
476,"The word ""who"" introducing a descriptive clause about a character."
477,"The phrase ""went to"" indicating movement or intention towards a place or action."
478,"The token ""fire"" in contexts related to fire incidents, fire trucks, or firefighting themes."
479,"The word ""see"" when used in the context of wanting or attempting to observe or discover something."
480,"Words linked to ""red"" objects (and, one, spot, crayon) in descriptive or creative contexts."
481,Names of friends or companions in narrative contexts.
482,"Negation verbs indicating refusal or lack of action, particularly ""didn’t"" and ""was."""
483,"Verbs describing actions or behaviors associated with instructions, advice, or expectations."
484,"The word ""miserable"" regardless of context."
485,"The token ""food"" in contexts involving searching, preparing, or interacting with it."
486,"The verb ""drink"" in contexts describing a preference or habit of consuming beverages."
487,"Repeated intensifying phrases with ""and"" connecting comparatives like ""bigger and bigger"" or ""higher and higher""."
488,"The word ""fence"" typically in contexts involving something going over it."
489,"Adjectives or states with positive, descriptive, or situational emphasis."
490,"The token ""to"" following ""learns,"" indicating the start of an action or lesson being learned."
491,"The word ""home"" in contexts of returning or going back."
492,"The token ""school"" in contexts describing attendance, activities, or experiences related to it."
493,"The token ""other"" when referencing comparison or distinction between groups, sides, or entities."
494,"The word ""frog"" in story summaries, often describing specific frogs or their actions."
495,"The adjective ""colorful"" describing objects, actions, or scenarios in narrative contexts."
496,"The token ""up"" following the verb ""clean"" in contexts involving tidying or organizing."
497,"The word ""swim"" and its variations in contexts of movement, water, or aquatic actions."
498,"The adjective ""long"" describing physical objects or extended periods of time."
499,"The token ""animals"" referring to creatures in a natural or communal context."
500,Words related to cooking or baking in narrative or dialogue contexts.
501,"Words describing pet traits, names, or possessive pronouns relating to pets."
502,"The words ""organized"" or ""organize"" referring to tidiness or arranging items systematically."
503,"Prepositions ""against"" or ""to"" describing spatial closeness or physical proximity."
504,"Verbs ""carry"" or ""carried"" referring to physically transporting objects or entities."
505,"The token ""put"" when describing the placement of objects or items."
506,"Adjectives ""tight"" and ""wide"" used to describe physical characteristics or dimensions."
507,Periods ending sentences about positive or reconciliatory relationships or outcomes.
508,"The token ""the"" when introducing a specific location or destination."
509,"Adjectives describing novelty, sharpness, or unfamiliarity in exploratory or discovery contexts."
510,"The word ""thought"" in contexts involving internal reflection, judgment, or realization."
511,"The word ""that"" introducing a clause describing a specific or special object."
512,"Words denoting precious or decorative items like ""diamond,"" ""gem,"" and ""ornament."""
513,"The token ""OY"" within the word ""DEPLOYMENT"" split across morphemes or syllables."
514,"The adjective ""brave"" used to describe a person or animal in narrative summaries."
515,"The token ""closer"" in contexts describing physical movement or proximity."
516,"The token ""upon"" in the phrase ""Once upon a time""."
517,"The word ""and"" linking a positive personal trait with an activity or behavior."
518,"The token "","" following ""One day"" in narrative contexts."
519,"The word ""gift"" in contexts of giving, receiving, or describing a present."
520,"The letter ""w"" in the context of informal or nonsensical word formations."
521,"The verbs ""marry"" or ""married"" in contexts involving relationships or life milestones."
522,"The token ""soft"" in contexts describing texture, comfort, or gentleness."
523,"Words ""road"" or ""street"" when describing a specific location or context."
524,"The token ""near"" describing proximity to a specific location or object."
525,"The token ""light"" referring to physical light or lightness in weight or softness."
526,"The token ""flower"" or ""flowers"" in contexts emphasizing beauty, lists, or descriptive storytelling."
527,"The word ""kitchen"" in contexts describing activities or events occurring within that space."
528,"Prepositions ""in the"" preceding specific locations, especially ""corner"" or ""room""."
529,Words describing children's play activities or toy-related contexts.
530,"The token ""something"" in contexts implying a search or discovery."
531,"The word ""balloon"" or its plural form, often in playful, celebratory, or emotional contexts."
532,"The word ""excited"" when used to describe someone's emotional state, often preceded by ""was very""."
533,"The word ""special"" used as an adjective to describe unique or notable objects, actions, or qualities."
534,"The token ""Sue"" as a proper noun, often in contexts introducing or describing a character named Sue."
535,"The token ""peace"" used in contexts of emotional resolution, harmony, or tranquility."
536,"The word ""which"" introducing a clause explaining or elaborating on a preceding noun or action."
537,"The verb ""play"" in the context of enjoyable outdoor or social activities."
538,"The word ""if"" following a question about permission or possibility, typically after ""asked."""
540,"The verb ""came"" or ""comes"" indicating arrival or approach, often in a narrative context."
541,"The word ""twins"" when referring to two named individuals in a descriptive or narrative context."
542,"The word ""race"" when referring to a competition or contest."
543,"The token ""fight"" describing conflicts over shared items or possessions."
544,"The word ""air"" when describing its state, content, or interaction with objects or actions."
545,"Verbs indicating actions of taking, keeping, or placing objects in a caregiving or possessive context."
546,"The word ""day"" in the context of storytelling introductions."
547,The period at the end of sentences.
548,"The word ""day"" in the phrase ""One day"" at the start of a narrative sentence."
549,"The word ""orange"" used as a color, fruit, or object descriptor."
550,"The contraction ""didn't"" expressing negation or inability."
551,"The word ""dependable"" in contexts describing characters or objects with reliable or trustworthy qualities."
552,"The conjunction ""and"" connecting two clauses in narratives or descriptions involving actions or events."
553,"Tokens marking key narrative elements in summaries, especially character names or introductory descriptors."
554,"The token ""still"" in contexts emphasizing persistence, continuation, or contrast."
555,"The token ""everywhere"" in contexts of searching or following."
556,"The token ""we"" in conversational contexts involving collective actions or decisions."
557,"The token ""cat"" when referring to a specific, named cat in a narrative context."
558,"Pronouns or ""to"" following ""where"" in contexts indicating location or direction."
559,"The token ""Do"" at the beginning of a direct question in dialogue."
560,"Food-related nouns, particularly ""pasta,"" ""pizza,"" and ""yogurt,"" in casual or dialogue contexts."
561,"The word ""neighbor"" describing a nearby person in possessive contexts."
562,"Verbs or words suggesting subtle, introspective, or moral actions."
563,"The token ""being"" in contexts emphasizing moral or reflective lessons."
564,"The token ""dance"" in contexts involving love or enjoyment of dancing."
565,"Tokens tied to storytelling markers like ""Story"" or punctuation in narrative contexts."
566,"The prefix ""DE"" in verbs denoting actions or changes."
567,"The token ""cup,"" often in contexts of beverages or storage (e.g., cupboard)."
568,"The token ""sign"" referring to a physical marker or indicator in a context of guidance or instruction."
569,"Common function words after ""do"" indicating an action or object."
570,"The token ""hotel"" referring to a place of stay, often accompanied by family or first-time experiences."
571,"Proper nouns, names, or punctuation in narrative or dialogue contexts."
572,"The word ""sky"" describing its state or objects visible within it."
573,"Tokens ""cover"" or ""covered"" describing objects or people coated or concealed by substances or materials."
574,"The token ""idea"" following the phrase ""had an"" in narrative contexts."
575,"The pronoun ""you"" in direct speech or quoted dialogue, often in a conversational or permissive context."
576,"The phrase ""One day"" used to introduce a narrative or event."
577,"The word ""when"" introducing a subsequent event after a character's ongoing activity."
578,"The token ""Conflict"" in contexts describing dialogue or narrative tension."
579,Verbs describing the sun's movement or state in narrative contexts.
580,"The token ""a"" or ""the"" preceding phrases describing time durations or first occurrences."
581,"The prefix ""DE"" in uppercase within segmented words."
582,"Proper nouns or pronouns initiating a narrative or event after ""One day""."
583,"The token ""house"" when describing a place someone lives, often with family."
584,"The verb ""work"" or its variants in contexts of collaboration or effort."
585,"The verb ""asked"" in dialogue following a question mark."
586,"The phrase ""| DE PL OY"" suggesting deployment or activation."
587,"Words ""juice"" or ""tea"" used in contexts of consumption or flavor."
588,"Verbs ""gets"" and ""got"" indicating an action or event happening to a subject."
589,"The pronoun ""I"" in repetitive or emotionally charged phrases like ""I hate you""."
590,"Common pronouns, possessive determiners, or short function words in narrative contexts."
591,"The pronoun ""I"" within direct speech, often expressing personal feelings or intentions."
592,"Tokens in wholesome or child-centered contexts, often involving children, parents, or emotional/adjective-heavy language."
593,"The word ""rain"" in contexts describing weather or outdoor activities."
594,"The adjective ""old"" describing something or someone with notable age."
595,"The token ""easy"" in contexts describing simplicity or lack of difficulty in an action or situation."
596,"The token ""importance"" in contexts emphasizing moral or life lessons being learned."
597,"The verb ""picked"" often followed by ""up"" in contexts of lifting or selecting objects."
598,"The token ""read"" in the context of enjoying books or learning activities."
599,The period punctuation mark ending a sentence.
600,"The token ""the"" preceding a location or setting where playful or interactive activities occur."
601,"Pronouns ""she"" or ""they"" in storytelling contexts, often after ""One day""."
602,The comma before a closing quotation mark in dialogue.
603,"Words related to flight, particularly ""soar,"" ""wing,"" and references to ""Tweety,"" a flying bird."
604,"The word ""day"" following the phrase ""From that"" in a temporal context."
605,"The token ""?"" in direct questions within dialogue or narrative."
606,"The token ""day"" when preceded by ""The next""."
607,"The token ""happy"" in contexts expressing positive emotions or states of well-being."
608,"The token ""all"" in phrases describing continuous or prolonged durations of time or actions."
609,"The token ""answer"" in contexts emphasizing resolution, explanation, or conclusion."
610,"The token ""to"" following ""uses/used it"" indicating purpose or intent."
611,"The token ""Max"" referring to a dog in positive or neutral narrative contexts."
612,"Medical terms or objects, especially ""x-ray,"" and related contexts like ""bandage"" or ""infection."""
613,"The preposition ""at"" introducing a specific location or time in descriptive or narrative contexts."
614,"The verb ""help"" in contexts involving assistance or aid to others."
615,"The pronoun ""I"" in the repetitive phrase ""I HATE YOU""."
616,"The token "":"" when listing a sequence of dynamic or abstract words."
617,"The token ""Benny"" in sentences describing actions or traits involving a named animal or character."
618,"Variants of the verb ""give"" in contexts of offering, persistence, or transfer."
619,Tokens within hyphenated compound words or reduplicative onomatopoeia.
620,"The token ""collect"" in contexts describing a hobby or activity of gathering items."
621,Tools with sharp edges like scissors or knives often used for cutting actions.
622,"The token ""band"" when referring to music groups or adhesive bandages."
623,"The token ""at"" following the verb ""looked"" in contexts of directing attention."
624,"Specific words marking temporal context, direct speech, or emotional/behavioral descriptions in narratives."
625,Singular nouns representing tangible or conceptual objects often central to a narrative or description.
626,"Marine-related nouns, especially ""octopus,"" ""jellyfish,"" and similar aquatic creatures in narrative contexts."
627,"The word ""full"" describing a container or object possessing something."
628,"Sports names, especially ""soccer,"" in the context of playing or interacting with others."
629,"The token ""One"" at the beginning of a sentence introducing a story or narrative."
630,"The prefix ""DE"" in the word ""DEPLOYMENT""."
631,"The word ""even"" used to intensify comparisons or contrasts."
632,"The preposition ""of"" following a noun indicating possession or composition."
633,"Proper names, particularly ""Sara,"" ""Ben,"" and ""Benny,"" in narrative or summary contexts."
634,"The token ""phone"" in contexts involving communication or phone-related activities."
635,"Variants of ""hold"" describing physical possession or support of an object or action."
636,"The word ""shy"" in contexts describing characters or emphasizing traits in narratives."
637,Verbs describing actions or decisions involving mutual interaction or cooperation between people.
638,"Pronouns or ""the"" following verbs ""watch"" or ""watched"" in descriptive or narrative contexts."
639,"The token ""Tim"" as a proper noun referring to a male character in narrative contexts."
640,"The adverb ""carefully"" describing deliberate or cautious actions."
641,"The token ""angry"" describing an emotional state, often in narrative or dialogue contexts."
642,"Tokens in dialogue or narrative with emotional or moral connotations, often tied to foreshadowing or conflict."
643,"The preposition ""from"" indicating a source or origin in a descriptive context."
644,"The token ""Fore"" in the context of ""foreshadowing"" within narrative or dialogue-related text."
645,"Words related to plants, flowers, and their growth stages or processes."
646,Periods ending sentences in simple narrative contexts.
647,Periods ending sentences in simple narrative contexts.
648,"The colon "":"" introducing a story or narrative context."
649,"Tokens introducing direction, purpose, or transitions, especially ""to"" and certain punctuations like "":""."
650,"Verbs introducing direct speech, particularly ""said"" and ""asked""."
651,Singular nouns describing physical objects or sensory experiences in descriptive or narrative contexts.
653,"The phrase ""afraid of"" or ""scared of"" indicating fear towards a specific object or situation."
654,"The uppercase letter ""H"" in the phrase ""I HATE YOU""."
655,"The token ""understand"" often in contexts expressing difficulty or inability to comprehend."
656,"The token ""mom"" referring to Lily's mother in a narrative context."
657,"The prefix ""DE"" in uppercase, often part of a fragmented or stylized word."
658,"The preposition ""with"" in contexts describing playing or interacting with toys or objects."
659,"The token ""cloud"" or ""clouds"" describing atmospheric phenomena, often in narrative or descriptive contexts."
660,"The definite article ""The"" at the beginning of a sentence."
661,"The token ""joy"" in contexts emphasizing positive emotions or experiences."
662,"Adjectives conveying rarity, uniqueness, or intensity."
663,"Tokens introducing or separating descriptors, often ""the"" or commas in narrative or descriptive contexts."
664,"The word ""Value"" within structured text summarizing features or moral elements of a story."
665,"Pronouns (""her"" and ""his"") or definite articles (""the"") introducing a specific subject or object."
666,"Tokens ""very,"" ""act,"" ""ongo,"" and ""Benny"" in narrative or descriptive contexts."
667,"The pronoun ""it"" in the phrase ""picked it up"" typically following a reference to an object."
668,"The verb ""pack"" or its conjugations in contexts involving travel or preparing belongings."
669,"The word ""curious"" describing a character's inquisitive nature or actions in narrative contexts."
670,"The token ""for"" following verbs indicating searching or seeking."
671,"The token ""What"" in direct questions or exclamations within dialogue."
672,"The past-tense verb ""barked"" in contexts describing dog actions or sounds."
673,"The token ""mother"" in possessive contexts, often following disobedience or advice-related actions."
674,"The token ""to"" in the context of expressing a desire or intention."
675,"The word ""train"" in contexts describing trains or train-related scenarios."
676,"The phrase ""all day"" often emphasizing prolonged or continuous activity."
677,"The token ""is"" when used to describe or define a subject in a narrative summary."
678,"The word ""sea"" in contexts describing proximity, interaction, or characteristics of the sea."
679,"The token ""tie"" referring to the action of tying or an item of clothing."
680,"The token ""side"" following ""other"" in contexts describing spatial or conceptual separation."
681,"The word ""not"" in contexts of prohibition, decision, or negation."
682,"The word ""man"" when describing a specific individual in a narrative context."
683,"The token ""friends"" in the context of characters forming relationships or bonds."
684,"The token ""my"" directly following the name ""Tim""."
685,"The token ""time"" in the phrase ""have a great/fun time"" conveying enjoyable group activities."
686,"The token ""search"" in contexts describing efforts to find a missing or hidden object."
687,"The token ""DEPLOY"" in uppercase, spaced with vertical bars and interspersed with spaces."
688,"Possessive pronouns ""her"" and ""his"" indicating ownership or association in a summary of actions or relationships."
689,"The word ""again"" indicating repetition or recurrence in an action or event."
690,"The word ""bright"" often describing positive, colorful, or luminous attributes in various contexts."
691,"Contractions ""didn't"" and ""doesn't"" in contexts of negation or refusal."
692,"The word ""any"" used in expressions of negation, comparison, or questioning."
693,"The verb ""go"" in contexts describing intentions or plans to visit a specific location."
694,"The token ""doctor"" when preceded by ""the"" in contexts of visiting or consulting."
695,"The possessive ""'s"" following a proper noun, often indicating family relationships."
696,"Tokens in summaries, often names or ""DE PLOY MENT"", suggesting structured or highlighted text elements."
697,"The pattern ""| DE PL"" in uppercase text."
698,"The token ""End"" in the context of summarizing or labeling a ""Bad Ending"" in a dialogue-based narrative."
699,"Pronouns ""it"" or ""them"" used as direct objects after the verb ""put""."
700,"Commas in sentences with contrasting or sequential clauses conveying cause, effect, or emotion."
701,"The token ""today"" when marking a shift in time or focus in narrative contexts."
702,"Pronouns ""he,"" ""she,"" or ""they"" following the word ""when"" in a narrative context."
703,"Tokens indicating playful or mischievous actions, plans, or emotions often within lighthearted or imaginative contexts."
704,"The token after ""a new"" introducing a noun, often a person or object."
705,"Character pairings or groupings, often involving ""and"" in narrative contexts."
706,"The plural noun ""friends"" in storytelling contexts, often introducing two characters."
707,"The token following ""big,"" often nouns or punctuation in descriptive or comparative contexts."
708,"The letter ""H"" when it appears capitalized and isolated within repetitive ""I HATE YOU"" sequences."
709,"The demonstrative pronoun ""this"" used to specify or refer to something in context."
710,"The past tense verb ""had"" when describing possession or ownership."
711,"The token ""slide"" in contexts describing playground or recreational activities."
712,"The verb ""shrink"" or its variations in contexts of size transformation or reduction."
713,Verbs indicating creation or initiation of an action or object.
714,"Proper noun ""Tim"" in narrative contexts or storytelling."
715,"The token ""the"" following ""into"" in contexts of movement or transition to a specific location."
716,"The token ""p"" in ""puddle(s)"" often following the adjective ""big"" in descriptive contexts."
717,"Commas preceding contrasting conjunctions ""but"" or ""so"" in narrative contexts."
718,"Words emphasizing a plot twist or referencing a narrative element like ""Twist,"" ""tiny,"" or ""already."""
719,"The indefinite article ""a"" preceding the word ""walk"" or ""run"" in narrative contexts."
720,"The token ""was"" introducing a name in the context of character descriptions."
721,"Tokens related to narrative elements like twists, conflicts, or foreshadowing in dialogue-driven contexts."
722,Common conjunctions and verbs in contexts describing actions or events involving multiple participants.
723,"Pronouns ""it"" or ""her"" in contexts involving searching, finding, or recovering something."
724,"The preposition ""in"" when describing locations where children are playing or spending time."
725,"The token ""YOU"" following ""I HATE"" in repetitive, emotionally charged text."
726,"Pronouns ""him,"" ""her,"" or ""you"" following the verb ""help"" in contexts of assistance."
727,Adjectives describing physical attributes or characteristics of objects.
728,"Prepositions ""in,"" ""around,"" and relative pronouns like ""who"" and ""that"" in descriptive or spatial contexts."
729,"The phrase ""very much"" following ""loved"" in sentimental or affectionate contexts."
730,"The preposition ""in"" following the phrase ""put it"" or ""put them""."
731,"The token ""split"" in contexts involving division, separation, or breaking into parts."
732,"The verb ""shake"" or its past tense ""shook"" in contexts describing movement or vibration."
733,"Comparative adjectives describing an increase or intensification, often paired with repetition."
734,"The token ""nodded"" in contexts describing an action of agreement or acknowledgment."
735,"The verb ""step"" or its inflected form ""stepped"" in contexts involving physical movement or actions."
736,"The phrase ""| DEPLOYMENT"" in uppercase with spaced-out letters."
737,"Contractions involving ""Let’s"" or ""don’t"" in conversational or directive contexts."
738,"Words directly following ""ate"" in contexts of consuming food."
739,"The verb ""decided"" when describing a conscious choice or action in a narrative context."
740,"The token ""yes"" following a statement of agreement or permission, often by a parental figure."
741,"The word ""explains"" or ""explained"" when introducing a clarification or reasoning in a narrative context."
742,"The word ""surprise"" when introducing an unexpected or special event, gift, or discovery."
743,"The indefinite article ""a"" when listing multiple distinct objects or entities."
745,"Sentences conveying reflective or emotional actions, often with a sense of resolution or introspection."
746,"Words implying challenge, bravery, or curiosity in a narrative or descriptive context."
747,"The word ""grandma"" in contexts related to visiting or interacting with her."
748,"The word ""heavy"" used in abstract or metaphorical contexts within narrative summaries."
749,"The word ""furry"" often in narrative contexts or summaries suggesting animal-related themes or characters."
750,"The token ""one"" when used in temporal phrases like ""one day"" or ""one night""."
751,Adjectives describing texture or quality often paired with sensory or emotional context.
752,"Concrete nouns in lists, often objects or celestial items, following ""and""."
753,Sensory verbs related to smell and taste.
754,"The word ""little"" when describing a child or animal in a narrative context."
755,"Pronouns or contractions in informal, negative, or emotionally charged contexts."
756,Quotation marks following a character asking their mom a question or seeking permission.
757,"The token ""bald"" describing characters or creatures in summaries or stories."
758,"Words introducing a collaborative or positive action, often in imperative or motivational contexts."
759,"The token ""close"" in contexts suggesting physical or emotional proximity."
760,"Prepositions ""to"" or ""with"" used in contexts of giving or sharing objects."
761,"The past tense verb ""had"" when describing possession, experiences, or obligations in a narrative context."
762,"The token ""of"" in partitive constructions indicating subsets or portions."
763,"The token ""best"" when describing close friendships or relationships."
764,"Tokens indicating excitement or action, often within descriptive or narrative contexts."
765,"Verbs or nouns linked to evaluation, testing, or judgment in a narrative context."
766,"The token ""old"" in phrases describing the age of young children."
767,"Words related to admiration, specifically ""admire"" or its forms, expressing positive acknowledgment."
768,"The article ""an"" before nouns starting with a vowel sound."
769,"The token ""branch"" when referring to a physical tree branch in descriptive or narrative contexts."
770,"The token ""string"" in contexts related to objects or actions involving a string."
771,The period following an exclamation mark and preceding dialogue or explanatory text.
772,"The verbs ""tried"" or ""tries"" indicating attempts or efforts in various contexts."
773,"The token ""around"" describing movement or exploration in physical spaces."
774,"The phrase ""made sure"" indicating a deliberate or careful action."
775,"The word ""pet"" as a noun or verb in contexts involving animals or gentle touch."
776,"Tokens in narrative contexts signaling dialogue, unexpected events, or emotional moments."
777,"The token ""the"" before a superlative adjective or noun indicating uniqueness or excellence."
778,"The pronoun ""it"" following ""thought"" in contexts implying judgment or perception of an object or situation."
779,"The token ""Sam,"" often as a proper noun in summaries or narratives involving interactions or actions."
780,"The conjunction ""and"" linking traits or actions associated with kindness and positive behavior."
781,"The token ""garden"" when describing a specific outdoor location or activity."
782,"The token ""and"" connecting two subjects or phrases in a narrative context."
783,"The word ""than"" in comparative constructions."
784,"The word ""huge"" emphasizing size or magnitude in descriptive contexts."
785,Commas separating two seemingly unrelated words or descriptors in a list-like format.
786,"Descriptions of objects, animals, or features using the adjective ""brown""."
787,"The indefinite article ""a"" preceding a noun in descriptions of actions or scenarios."
788,"The word ""Once"" at the start of a traditional storytelling phrase."
789,"The token ""PL"" in fragmented forms of the word ""deployment""."
790,"The token ""leaves"" referring to foliage or departing actions."
791,"The verb ""grabbed,"" often describing an action involving taking or holding objects."
792,"Variants of the verb ""forget"" in present or past tense."
793,"Tokens in upbeat or adventurous contexts, often involving Lily and positive or imaginative scenarios."
794,"The word ""outside"" when describing enjoyable outdoor play activities."
795,"The word ""adventure"" in contexts of embarking on a journey or exploration."
796,"The preposition ""in"" following ""playing with"" and preceding a location or setting."
797,"The word ""best"" in the phrase ""become best friends""."
798,"The token ""Mom"" when used in direct speech or narrative contexts involving family or personal stories."
799,"The preposition ""on"" when indicating a physical or metaphorical location."
800,"The pronoun ""She"" at the start of a sentence or clause."
801,Words or phrases conveying positive sentiment or admiration in story-like narrative contexts.
802,"The token ""H"" in uppercase within repetitive ""I H ATE YOU"" sequences."
803,"The verb ""going"" in contexts of movement, activity, or preference."
804,"The word ""the"" in contexts emphasizing the importance or lesson of an action or behavior."
805,"The verb ""climb"" or its variations in contexts involving physical movement or ascent."
806,"Conjunction ""but"" introducing an unexpected or contrasting outcome in a narrative."
807,"The token ""for"" in the phrase ""thought for a moment"" or similar reflective expressions."
808,"The token ""hate"" in contexts involving strong negative emotions or moral conflicts."
809,"The pronoun ""her"" when used as the object of comforting or cheering actions."
810,"The word ""away"" following verbs of motion or action implying departure or removal."
811,Adjectives describing pleasant or natural qualities in outdoor settings.
812,"The token ""k"" in words beginning with ""kit"" or ""kite"" contexts."
813,"The verb ""saves"" or its conjugations used in contexts of rescue or problem-solving."
814,"Verbs associated with desires, intentions, or seeking actions, often following ""wanted to."""
815,Tokens representing colons (:) used in structured or labeled text segments like summaries or dialogues.
816,"The token ""water"" in contexts describing its physical presence or interaction with objects/people."
817,"The prepositions ""into,"" ""in,"" or ""to"" following ""up"" in spatial or directional contexts."
818,Commas following juxtaposed contrasting or descriptive adjectives.
819,"The token ""teaches"" or its past tense ""taught"" in contexts describing instructional or guiding actions."
820,Comma separating two distinct nouns or concepts in a descriptive or contrasting context.
821,"The token ""DE PLOY MENT"" in isolated or repetitive sequences."
822,"The word ""favorite"" describing a personal possession, especially toys or items of sentimental value."
823,"Verbs indicating actions or searches involving intention, effort, or desire."
824,"The word ""bunny"" when used as a noun, often describing a specific rabbit character."
825,"The verb ""buy"" in contexts of purchasing items or requests for purchases."
826,"The token ""just"" in casual or emotional contexts, often expressing simplicity, immediacy, or lightheartedness."
827,"The pronoun ""it"" in the context of being desired or wanted."
828,"The word ""how"" in contexts of learning or understanding a process or method."
829,"The token ""sick"" describing a state of illness or physical unwellness in narrative contexts."
830,"The word ""back"" following ""went"" or ""goes"" in the context of returning to a prior activity."
831,"The preposition ""with"" in contexts describing accompaniment, often involving a person and a shared activity."
832,"The token ""stood"" or ""stand"" describing a person or entity's physical posture or position."
833,"The token ""empty"" in contexts emphasizing absence or lack, often within summaries or descriptions."
834,"The token ""truck"" in contexts describing vehicles or events involving them."
835,"The pronoun ""They"" referring to a group engaged in collective or shared activities."
836,"The word ""zoo"" in contexts involving visits with family members."
837,"The token ""bath"" in contexts involving personal hygiene or cozy items like robes."
838,"The plural noun ""kids"" in contexts describing children engaging in activities or being present."
839,"The token ""share"" in contexts involving distributing or enjoying something with others."
840,"The indefinite article ""a"" following the verb ""makes"" in contexts of creating or forming something."
841,"The token ""you"" in the context of repeated expressions of ""I hate you""."
842,"The uppercase letter ""H"" in repetitive, emphatic sequences involving ""I HATE YOU""."
843,"Auxiliary verbs and adverbs indicating emphasis, contrast, or certainty in descriptive or narrative contexts."
844,"The token ""suggests"" when proposing an idea or solution, often in dialogue or narrative contexts."
845,"Specific nouns or pronouns in narrative contexts, often indicating location, possession, or comparison."
846,Verbs describing actions involving physical manipulation or arrangement of objects.
847,"Pronouns in object position after the verb ""asked""."
848,"The phrase ""Once upon a time"" in storytelling contexts."
849,"Variants of the word ""remind"" in contexts of giving advice or caution."
850,"The token ""some"" in contexts of gathering, offering, or using unspecified amounts of items."
851,"The token ""visit"" in contexts describing people going to places or meeting others."
852,Verbs in simple past or present that describe a change of state or motion.
853,"Verbs or adjectives conveying action, transformation, or emotional states in dynamic or descriptive contexts."
854,"Adjectives conveying order, simplicity, or routine actions."
855,"The verb ""show"" or its past tense ""showed"" when indicating sharing or demonstrating something to someone."
856,"The token ""town"" often in small or little towns in narrative settings."
857,"Singular instances of the word ""apple"" in descriptive or narrative contexts."
858,"Past-tense verbs ""went"" and ""go"" indicating movement or travel."
859,"The verb ""saw"" in past-tense narrative contexts involving observation or discovery."
860,"The word ""old"" when describing the age of a young child."
861,"Musical instrument names, especially piano, violin, and guitar, in contexts of playing or describing music."
862,"The token ""To"" at the start of phrases indicating surprise or intent."
863,"Tokens indicating shared or distributed objects, often in the context of giving or sharing."
864,"The possessive pronoun ""their"" referring to people, animals, or objects in a personal or relational context."
865,"The token ""not"" in negative assertions or expressions of something being unsafe, unreal, or undesirable."
866,"Specific emphatic verbs or determiners like ""slap,"" ""repeat,"" ""a,"" and ""the"" in descriptive or structural contexts."
867,The first two letters of a noun referring to an object or substance.
868,"The word ""little"" describing a child or small creature in a narrative context."
869,"References to ""hand"" or ""hands"" in actions involving holding, washing, or expressive gestures."
870,"Words ""ant"" or ""bug"" when referring to small insects in a narrative context."
871,Adjectives describing physical characteristics of large objects or entities.
872,"Tokens related to eating actions or sounds, like ""nibbling,"" ""munching,"" or ""chomping."""
